profileID,respID,qID,altID,obsID,upfront,discount,window,guaranteed,lv_2_charger_No,lv_2_charger_Yes,no_choice
0,88,7,3,703,0,0,0,0,0,0,1
2,88,8,1,704,300,10,0.5,25,1,0,0
121,88,8,2,704,100,50,2,50,1,0,0
0,88,8,3,704,0,0,0,0,0,0,1
118,89,1,1,705,100,25,2,50,0,1,0
56,89,1,2,705,300,10,4,25,1,0,0
0,89,1,3,705,0,0,0,0,0,0,1
160,89,2,1,706,100,50,0.5,75,0,1,0
188,89,2,2,706,300,25,2,75,1,0,0
0,89,2,3,706,0,0,0,0,0,0,1
10,89,3,1,707,100,25,0.5,25,0,1,0
92,89,3,2,707,300,10,1,50,1,0,0
0,89,3,3,707,0,0,0,0,0,0,1
1,89,4,1,708,100,10,0.5,25,1,0,0
201,89,4,2,708,500,10,4,75,1,0,0
0,89,4,3,708,0,0,0,0,0,0,1
101,89,5,1,709,300,25,1,50,0,1,0
3,89,5,2,709,500,10,0.5,25,1,0,0
0,89,5,3,709,0,0,0,0,0,0,1
143,89,6,1,710,300,50,4,50,0,1,0
138,89,6,2,710,500,25,4,50,0,1,0
0,89,6,3,710,0,0,0,0,0,0,1
136,89,7,1,711,100,25,4,50,0,1,0
10,89,7,2,711,100,25,0.5,25,0,1,0
0,89,7,3,711,0,0,0,0,0,0,1
67,89,8,1,712,100,50,4,25,1,0,0
204,89,8,2,712,500,10,4,75,0,1,0
0,89,8,3,712,0,0,0,0,0,0,1
36,90,1,1,713,500,50,1,25,0,1,0
103,90,1,2,713,100,50,1,50,1,0,0
0,90,1,3,713,0,0,0,0,0,0,1
192,90,2,1,714,500,25,2,75,0,1,0
144,90,2,2,714,500,50,4,50,0,1,0
0,90,2,3,714,0,0,0,0,0,0,1
17,90,3,1,715,300,50,0.5,25,0,1,0
205,90,3,2,715,100,25,4,75,1,0,0
0,90,3,3,715,0,0,0,0,0,0,1
6,90,4,1,716,500,10,0.5,25,0,1,0
95,90,4,2,716,300,10,1,50,0,1,0
0,90,4,3,716,0,0,0,0,0,0,1
54,90,5,1,717,500,50,2,25,0,1,0
3,90,5,2,717,500,10,0.5,25,1,0,0
0,90,5,3,717,0,0,0,0,0,0,1
144,90,6,1,718,500,50,4,50,0,1,0
57,90,6,2,718,500,10,4,25,1,0,0
0,90,6,3,718,0,0,0,0,0,0,1
10,90,7,1,719,100,25,0.5,25,0,1,0
183,90,7,2,719,500,10,2,75,1,0,0
0,90,7,3,719,0,0,0,0,0,0,1
154,90,8,1,720,100,25,0.5,75,0,1,0
123,90,8,2,720,500,50,2,50,1,0,0
0,90,8,3,720,0,0,0,0,0,0,1
213,91,1,1,721,500,50,4,75,1,0,0
179,91,1,2,721,300,50,1,75,0,1,0
0,91,1,3,721,0,0,0,0,0,0,1
209,91,2,1,722,300,25,4,75,0,1,0
34,91,2,2,722,100,50,1,25,0,1,0
0,91,2,3,722,0,0,0,0,0,0,1
11,91,3,1,723,300,25,0.5,25,0,1,0
180,91,3,2,723,500,50,1,75,0,1,0
0,91,3,3,723,0,0,0,0,0,0,1
105,91,4,1,724,500,50,1,50,1,0,0
169,91,4,2,724,100,25,1,75,1,0,0
0,91,4,3,724,0,0,0,0,0,0,1
46,91,5,1,725,100,25,2,25,0,1,0
7,91,5,2,725,100,25,0.5,25,1,0,0
0,91,5,3,725,0,0,0,0,0,0,1
48,91,6,1,726,500,25,2,25,0,1,0
66,91,6,2,726,500,25,4,25,0,1,0
0,91,6,3,726,0,0,0,0,0,0,1
42,91,7,1,727,500,10,2,25,0,1,0
178,91,7,2,727,100,50,1,75,0,1,0
0,91,7,3,727,0,0,0,0,0,0,1
153,91,8,1,728,500,25,0.5,75,1,0,0
88,91,8,2,728,100,50,0.5,50,0,1,0
0,91,8,3,728,0,0,0,0,0,0,1
97,92,1,1,729,100,25,1,50,1,0,0
3,92,1,2,729,500,10,0.5,25,1,0,0
0,92,1,3,729,0,0,0,0,0,0,1
92,92,2,1,730,300,10,1,50,1,0,0
114,92,2,2,730,500,10,2,50,0,1,0
0,92,2,3,730,0,0,0,0,0,0,1
110,92,3,1,731,300,10,2,50,1,0,0
87,92,3,2,731,500,50,0.5,50,1,0,0
0,92,3,3,731,0,0,0,0,0,0,1
150,92,4,1,732,500,10,0.5,75,0,1,0
182,92,4,2,732,300,10,2,75,1,0,0
0,92,4,3,732,0,0,0,0,0,0,1
188,92,5,1,733,300,25,2,75,1,0,0
147,92,5,2,733,500,10,0.5,75,1,0,0
0,92,5,3,733,0,0,0,0,0,0,1
208,92,6,1,734,100,25,4,75,0,1,0
91,92,6,2,734,100,10,1,50,1,0,0
0,92,6,3,734,0,0,0,0,0,0,1
97,92,7,1,735,100,25,1,50,1,0,0
118,92,7,2,735,100,25,2,50,0,1,0
0,92,7,3,735,0,0,0,0,0,0,1
107,92,8,1,736,300,50,1,50,0,1,0
151,92,8,2,736,100,25,0.5,75,1,0,0
0,92,8,3,736,0,0,0,0,0,0,1
181,93,1,1,737,100,10,2,75,1,0,0
209,93,1,2,737,300,25,4,75,0,1,0
0,93,1,3,737,0,0,0,0,0,0,1
49,93,2,1,738,100,50,2,25,1,0,0
65,93,2,2,738,300,25,4,25,0,1,0
0,93,2,3,738,0,0,0,0,0,0,1
121,93,3,1,739,100,50,2,50,1,0,0
137,93,3,2,739,300,25,4,50,0,1,0
0,93,3,3,739,0,0,0,0,0,0,1
85,93,4,1,740,100,50,0.5,50,1,0,0
179,93,4,2,740,300,50,1,75,0,1,0
0,93,4,3,740,0,0,0,0,0,0,1
22,93,5,1,741,100,10,1,25,0,1,0
9,93,5,2,741,500,25,0.5,25,1,0,0
0,93,5,3,741,0,0,0,0,0,0,1
112,93,6,1,742,100,10,2,50,0,1,0
4,93,6,2,742,100,10,0.5,25,0,1,0
0,93,6,3,742,0,0,0,0,0,0,1
164,93,7,1,743,300,10,1,75,1,0,0
173,93,7,2,743,300,25,1,75,0,1,0
0,93,7,3,743,0,0,0,0,0,0,1
177,93,8,1,744,500,50,1,75,1,0,0
82,93,8,2,744,100,25,0.5,50,0,1,0
0,93,8,3,744,0,0,0,0,0,0,1
167,94,1,1,745,300,10,1,75,0,1,0
100,94,1,2,745,100,25,1,50,0,1,0
0,94,1,3,745,0,0,0,0,0,0,1
11,94,2,1,746,300,25,0.5,25,0,1,0
208,94,2,2,746,100,25,4,75,0,1,0
0,94,2,3,746,0,0,0,0,0,0,1
105,94,3,1,747,500,50,1,50,1,0,0
188,94,3,2,747,300,25,2,75,1,0,0
0,94,3,3,747,0,0,0,0,0,0,1
101,94,4,1,748,300,25,1,50,0,1,0
145,94,4,2,748,100,10,0.5,75,1,0,0
0,94,4,3,748,0,0,0,0,0,0,1
80,94,5,1,749,300,25,0.5,50,1,0,0
30,94,5,2,749,500,25,1,25,0,1,0
0,94,5,3,749,0,0,0,0,0,0,1
214,94,6,1,750,100,50,4,75,0,1,0
201,94,6,2,750,500,10,4,75,1,0,0
0,94,6,3,750,0,0,0,0,0,0,1
141,94,7,1,751,500,50,4,50,1,0,0
132,94,7,2,751,500,10,4,50,0,1,0
0,94,7,3,751,0,0,0,0,0,0,1
102,94,8,1,752,500,25,1,50,0,1,0
146,94,8,2,752,300,10,0.5,75,1,0,0
0,94,8,3,752,0,0,0,0,0,0,1
155,95,1,1,753,300,25,0.5,75,0,1,0
43,95,1,2,753,100,25,2,25,1,0,0
0,95,1,3,753,0,0,0,0,0,0,1
45,95,2,1,754,500,25,2,25,1,0,0
55,95,2,2,754,100,10,4,25,1,0,0
0,95,2,3,754,0,0,0,0,0,0,1
94,95,3,1,755,100,10,1,50,0,1,0
106,95,3,2,755,100,50,1,50,0,1,0
0,95,3,3,755,0,0,0,0,0,0,1
69,95,4,1,756,500,50,4,25,1,0,0
35,95,4,2,756,300,50,1,25,0,1,0
0,95,4,3,756,0,0,0,0,0,0,1
148,95,5,1,757,100,10,0.5,75,0,1,0
137,95,5,2,757,300,25,4,50,0,1,0
0,95,5,3,757,0,0,0,0,0,0,1
101,95,6,1,758,300,25,1,50,0,1,0
33,95,6,2,758,500,50,1,25,1,0,0
0,95,6,3,758,0,0,0,0,0,0,1
170,95,7,1,759,300,25,1,75,1,0,0
171,95,7,2,759,500,25,1,75,1,0,0
0,95,7,3,759,0,0,0,0,0,0,1
21,95,8,1,760,500,10,1,25,1,0,0
81,95,8,2,760,500,25,0.5,50,1,0,0
0,95,8,3,760,0,0,0,0,0,0,1
21,96,1,1,761,500,10,1,25,1,0,0
180,96,1,2,761,500,50,1,75,0,1,0
0,96,1,3,761,0,0,0,0,0,0,1
37,96,2,1,762,100,10,2,25,1,0,0
202,96,2,2,762,100,10,4,75,0,1,0
0,96,2,3,762,0,0,0,0,0,0,1
126,96,3,1,763,500,50,2,50,0,1,0
141,96,3,2,763,500,50,4,50,1,0,0
0,96,3,3,763,0,0,0,0,0,0,1
16,96,4,1,764,100,50,0.5,25,0,1,0
117,96,4,2,764,500,25,2,50,1,0,0
0,96,4,3,764,0,0,0,0,0,0,1
70,96,5,1,765,100,50,4,25,0,1,0
71,96,5,2,765,300,50,4,25,0,1,0
0,96,5,3,765,0,0,0,0,0,0,1
190,96,6,1,766,100,25,2,75,0,1,0
154,96,6,2,766,100,25,0.5,75,0,1,0
0,96,6,3,766,0,0,0,0,0,0,1
61,96,7,1,767,100,25,4,25,1,0,0
8,96,7,2,767,300,25,0.5,25,1,0,0
0,96,7,3,767,0,0,0,0,0,0,1
194,96,8,1,768,300,50,2,75,1,0,0
161,96,8,2,768,300,50,0.5,75,0,1,0
0,96,8,3,768,0,0,0,0,0,0,1
22,97,1,1,769,100,10,1,25,0,1,0
8,97,1,2,769,300,25,0.5,25,1,0,0
0,97,1,3,769,0,0,0,0,0,0,1
78,97,2,1,770,500,10,0.5,50,0,1,0
87,97,2,2,770,500,50,0.5,50,1,0,0
0,97,2,3,770,0,0,0,0,0,0,1
99,97,3,1,771,500,25,1,50,1,0,0
114,97,3,2,771,500,10,2,50,0,1,0
0,97,3,3,771,0,0,0,0,0,0,1
33,97,4,1,772,500,50,1,25,1,0,0
55,97,4,2,772,100,10,4,25,1,0,0
0,97,4,3,772,0,0,0,0,0,0,1
145,97,5,1,773,100,10,0.5,75,1,0,0
23,97,5,2,773,300,10,1,25,0,1,0
0,97,5,3,773,0,0,0,0,0,0,1
65,97,6,1,774,300,25,4,25,0,1,0
9,97,6,2,774,500,25,0.5,25,1,0,0
0,97,6,3,774,0,0,0,0,0,0,1
102,97,7,1,775,500,25,1,50,0,1,0
70,97,7,2,775,100,50,4,25,0,1,0
0,97,7,3,775,0,0,0,0,0,0,1
84,97,8,1,776,500,25,0.5,50,0,1,0
213,97,8,2,776,500,50,4,75,1,0,0
0,97,8,3,776,0,0,0,0,0,0,1
106,98,1,1,777,100,50,1,50,0,1,0
137,98,1,2,777,300,25,4,50,0,1,0
0,98,1,3,777,0,0,0,0,0,0,1
30,98,2,1,778,500,25,1,25,0,1,0
37,98,2,2,778,100,10,2,25,1,0,0
0,98,2,3,778,0,0,0,0,0,0,1
216,98,3,1,779,500,50,4,75,0,1,0
22,98,3,2,779,100,10,1,25,0,1,0
0,98,3,3,779,0,0,0,0,0,0,1
6,98,4,1,780,500,10,0.5,25,0,1,0
112,98,4,2,780,100,10,2,50,0,1,0
0,98,4,3,780,0,0,0,0,0,0,1
197,98,5,1,781,300,50,2,75,0,1,0
136,98,5,2,781,100,25,4,50,0,1,0
0,98,5,3,781,0,0,0,0,0,0,1
111,98,6,1,782,500,10,2,50,1,0,0
116,98,6,2,782,300,25,2,50,1,0,0
0,98,6,3,782,0,0,0,0,0,0,1
59,98,7,1,783,300,10,4,25,0,1,0
136,98,7,2,783,100,25,4,50,0,1,0
0,98,7,3,783,0,0,0,0,0,0,1
136,98,8,1,784,100,25,4,50,0,1,0
139,98,8,2,784,100,50,4,50,1,0,0
0,98,8,3,784,0,0,0,0,0,0,1
118,99,1,1,785,100,25,2,50,0,1,0
102,99,1,2,785,500,25,1,50,0,1,0
0,99,1,3,785,0,0,0,0,0,0,1
207,99,2,1,786,500,25,4,75,1,0,0
19,99,2,2,786,100,10,1,25,1,0,0
0,99,2,3,786,0,0,0,0,0,0,1
185,99,3,1,787,300,10,2,75,0,1,0
88,99,3,2,787,100,50,0.5,50,0,1,0
0,99,3,3,787,0,0,0,0,0,0,1
80,99,4,1,788,300,25,0.5,50,1,0,0
43,99,4,2,788,100,25,2,25,1,0,0
0,99,4,3,788,0,0,0,0,0,0,1
15,99,5,1,789,500,50,0.5,25,1,0,0
97,99,5,2,789,100,25,1,50,1,0,0
0,99,5,3,789,0,0,0,0,0,0,1
190,99,6,1,790,100,25,2,75,0,1,0
105,99,6,2,790,500,50,1,50,1,0,0
0,99,6,3,790,0,0,0,0,0,0,1
4,99,7,1,791,100,10,0.5,25,0,1,0
29,99,7,2,791,300,25,1,25,0,1,0
0,99,7,3,791,0,0,0,0,0,0,1
19,99,8,1,792,100,10,1,25,1,0,0
118,99,8,2,792,100,25,2,50,0,1,0
0,99,8,3,792,0,0,0,0,0,0,1
161,100,1,1,793,300,50,0.5,75,0,1,0
106,100,1,2,793,100,50,1,50,0,1,0
0,100,1,3,793,0,0,0,0,0,0,1
118,100,2,1,794,100,25,2,50,0,1,0
10,100,2,2,794,100,25,0.5,25,0,1,0
0,100,2,3,794,0,0,0,0,0,0,1
197,100,3,1,795,300,50,2,75,0,1,0
207,100,3,2,795,500,25,4,75,1,0,0
0,100,3,3,795,0,0,0,0,0,0,1
96,100,4,1,796,500,10,1,50,0,1,0
125,100,4,2,796,300,50,2,50,0,1,0
0,100,4,3,796,0,0,0,0,0,0,1
115,100,5,1,797,100,25,2,50,1,0,0
195,100,5,2,797,500,50,2,75,1,0,0
0,100,5,3,797,0,0,0,0,0,0,1
93,100,6,1,798,500,10,1,50,1,0,0
210,100,6,2,798,500,25,4,75,0,1,0
0,100,6,3,798,0,0,0,0,0,0,1
212,100,7,1,799,300,50,4,75,1,0,0
121,100,7,2,799,100,50,2,50,1,0,0
0,100,7,3,799,0,0,0,0,0,0,1
68,100,8,1,800,300,50,4,25,1,0,0
64,100,8,2,800,100,25,4,25,0,1,0
0,100,8,3,800,0,0,0,0,0,0,1
61,101,1,1,801,100,25,4,25,1,0,0
159,101,1,2,801,500,50,0.5,75,1,0,0
0,101,1,3,801,0,0,0,0,0,0,1
151,101,2,1,802,100,25,0.5,75,1,0,0
162,101,2,2,802,500,50,0.5,75,0,1,0
0,101,2,3,802,0,0,0,0,0,0,1
122,101,3,1,803,300,50,2,50,1,0,0
112,101,3,2,803,100,10,2,50,0,1,0
0,101,3,3,803,0,0,0,0,0,0,1
81,101,4,1,804,500,25,0.5,50,1,0,0
80,101,4,2,804,300,25,0.5,50,1,0,0
0,101,4,3,804,0,0,0,0,0,0,1
82,101,5,1,805,100,25,0.5,50,0,1,0
77,101,5,2,805,300,10,0.5,50,0,1,0
0,101,5,3,805,0,0,0,0,0,0,1
27,101,6,1,806,500,25,1,25,1,0,0
133,101,6,2,806,100,25,4,50,1,0,0
0,101,6,3,806,0,0,0,0,0,0,1
197,101,7,1,807,300,50,2,75,0,1,0
57,101,7,2,807,500,10,4,25,1,0,0
0,101,7,3,807,0,0,0,0,0,0,1
105,101,8,1,808,500,50,1,50,1,0,0
99,101,8,2,808,500,25,1,50,1,0,0
0,101,8,3,808,0,0,0,0,0,0,1
189,102,1,1,809,500,25,2,75,1,0,0
56,102,1,2,809,300,10,4,25,1,0,0
0,102,1,3,809,0,0,0,0,0,0,1
150,102,2,1,810,500,10,0.5,75,0,1,0
161,102,2,2,810,300,50,0.5,75,0,1,0
0,102,2,3,810,0,0,0,0,0,0,1
103,102,3,1,811,100,50,1,50,1,0,0
106,102,3,2,811,100,50,1,50,0,1,0
0,102,3,3,811,0,0,0,0,0,0,1
17,102,4,1,812,300,50,0.5,25,0,1,0
202,102,4,2,812,100,10,4,75,0,1,0
0,102,4,3,812,0,0,0,0,0,0,1
198,102,5,1,813,500,50,2,75,0,1,0
52,102,5,2,813,100,50,2,25,0,1,0
0,102,5,3,813,0,0,0,0,0,0,1
87,102,6,1,814,500,50,0.5,50,1,0,0
88,102,6,2,814,100,50,0.5,50,0,1,0
0,102,6,3,814,0,0,0,0,0,0,1
174,102,7,1,815,500,25,1,75,0,1,0
198,102,7,2,815,500,50,2,75,0,1,0
0,102,7,3,815,0,0,0,0,0,0,1
185,102,8,1,816,300,10,2,75,0,1,0
216,102,8,2,816,500,50,4,75,0,1,0
0,102,8,3,816,0,0,0,0,0,0,1
91,103,1,1,817,100,10,1,50,1,0,0
69,103,1,2,817,500,50,4,25,1,0,0
0,103,1,3,817,0,0,0,0,0,0,1
93,103,2,1,818,500,10,1,50,1,0,0
201,103,2,2,818,500,10,4,75,1,0,0
0,103,2,3,818,0,0,0,0,0,0,1
138,103,3,1,819,500,25,4,50,0,1,0
43,103,3,2,819,100,25,2,25,1,0,0
0,103,3,3,819,0,0,0,0,0,0,1
198,103,4,1,820,500,50,2,75,0,1,0
109,103,4,2,820,100,10,2,50,1,0,0
0,103,4,3,820,0,0,0,0,0,0,1
157,103,5,1,821,100,50,0.5,75,1,0,0
65,103,5,2,821,300,25,4,25,0,1,0
0,103,5,3,821,0,0,0,0,0,0,1
164,103,6,1,822,300,10,1,75,1,0,0
111,103,6,2,822,500,10,2,50,1,0,0
0,103,6,3,822,0,0,0,0,0,0,1
128,103,7,1,823,300,10,4,50,1,0,0
207,103,7,2,823,500,25,4,75,1,0,0
0,103,7,3,823,0,0,0,0,0,0,1
181,103,8,1,824,100,10,2,75,1,0,0
186,103,8,2,824,500,10,2,75,0,1,0
0,103,8,3,824,0,0,0,0,0,0,1
107,104,1,1,825,300,50,1,50,0,1,0
58,104,1,2,825,100,10,4,25,0,1,0
0,104,1,3,825,0,0,0,0,0,0,1
115,104,2,1,826,100,25,2,50,1,0,0
148,104,2,2,826,100,10,0.5,75,0,1,0
0,104,2,3,826,0,0,0,0,0,0,1
148,104,3,1,827,100,10,0.5,75,0,1,0
180,104,3,2,827,500,50,1,75,0,1,0
0,104,3,3,827,0,0,0,0,0,0,1
89,104,4,1,828,300,50,0.5,50,0,1,0
202,104,4,2,828,100,10,4,75,0,1,0
0,104,4,3,828,0,0,0,0,0,0,1
124,104,5,1,829,100,50,2,50,0,1,0
79,104,5,2,829,100,25,0.5,50,1,0,0
0,104,5,3,829,0,0,0,0,0,0,1
103,104,6,1,830,100,50,1,50,1,0,0
146,104,6,2,830,300,10,0.5,75,1,0,0
0,104,6,3,830,0,0,0,0,0,0,1
56,104,7,1,831,300,10,4,25,1,0,0
182,104,7,2,831,300,10,2,75,1,0,0
0,104,7,3,831,0,0,0,0,0,0,1
42,104,8,1,832,500,10,2,25,0,1,0
38,104,8,2,832,300,10,2,25,1,0,0
0,104,8,3,832,0,0,0,0,0,0,1
205,105,1,1,833,100,25,4,75,1,0,0
56,105,1,2,833,300,10,4,25,1,0,0
0,105,1,3,833,0,0,0,0,0,0,1
213,105,2,1,834,500,50,4,75,1,0,0
155,105,2,2,834,300,25,0.5,75,0,1,0
0,105,2,3,834,0,0,0,0,0,0,1
102,105,3,1,835,500,25,1,50,0,1,0
28,105,3,2,835,100,25,1,25,0,1,0
0,105,3,3,835,0,0,0,0,0,0,1
115,105,4,1,836,100,25,2,50,1,0,0
21,105,4,2,836,500,10,1,25,1,0,0
0,105,4,3,836,0,0,0,0,0,0,1
103,105,5,1,837,100,50,1,50,1,0,0
171,105,5,2,837,500,25,1,75,1,0,0
0,105,5,3,837,0,0,0,0,0,0,1
179,105,6,1,838,300,50,1,75,0,1,0
164,105,6,2,838,300,10,1,75,1,0,0
0,105,6,3,838,0,0,0,0,0,0,1
49,105,7,1,839,100,50,2,25,1,0,0
79,105,7,2,839,100,25,0.5,50,1,0,0
0,105,7,3,839,0,0,0,0,0,0,1
53,105,8,1,840,300,50,2,25,0,1,0
13,105,8,2,840,100,50,0.5,25,1,0,0
0,105,8,3,840,0,0,0,0,0,0,1
83,106,1,1,841,300,25,0.5,50,0,1,0
126,106,1,2,841,500,50,2,50,0,1,0
0,106,1,3,841,0,0,0,0,0,0,1
110,106,2,1,842,300,10,2,50,1,0,0
38,106,2,2,842,300,10,2,25,1,0,0
0,106,2,3,842,0,0,0,0,0,0,1
126,106,3,1,843,500,50,2,50,0,1,0
125,106,3,2,843,300,50,2,50,0,1,0
0,106,3,3,843,0,0,0,0,0,0,1
3,106,4,1,844,500,10,0.5,25,1,0,0
198,106,4,2,844,500,50,2,75,0,1,0
0,106,4,3,844,0,0,0,0,0,0,1
57,106,5,1,845,500,10,4,25,1,0,0
117,106,5,2,845,500,25,2,50,1,0,0
0,106,5,3,845,0,0,0,0,0,0,1
152,106,6,1,846,300,25,0.5,75,1,0,0
62,106,6,2,846,300,25,4,25,1,0,0
0,106,6,3,846,0,0,0,0,0,0,1
167,106,7,1,847,300,10,1,75,0,1,0
44,106,7,2,847,300,25,2,25,1,0,0
0,106,7,3,847,0,0,0,0,0,0,1
163,106,8,1,848,100,10,1,75,1,0,0
140,106,8,2,848,300,50,4,50,1,0,0
0,106,8,3,848,0,0,0,0,0,0,1
177,107,1,1,849,500,50,1,75,1,0,0
45,107,1,2,849,500,25,2,25,1,0,0
0,107,1,3,849,0,0,0,0,0,0,1
172,107,2,1,850,100,25,1,75,0,1,0
152,107,2,2,850,300,25,0.5,75,1,0,0
0,107,2,3,850,0,0,0,0,0,0,1
181,107,3,1,851,100,10,2,75,1,0,0
154,107,3,2,851,100,25,0.5,75,0,1,0
0,107,3,3,851,0,0,0,0,0,0,1
29,107,4,1,852,300,25,1,25,0,1,0
193,107,4,2,852,100,50,2,75,1,0,0
0,107,4,3,852,0,0,0,0,0,0,1
19,107,5,1,853,100,10,1,25,1,0,0
122,107,5,2,853,300,50,2,50,1,0,0
0,107,5,3,853,0,0,0,0,0,0,1
54,107,6,1,854,500,50,2,25,0,1,0
102,107,6,2,854,500,25,1,50,0,1,0
0,107,6,3,854,0,0,0,0,0,0,1
215,107,7,1,855,300,50,4,75,0,1,0
80,107,7,2,855,300,25,0.5,50,1,0,0
0,107,7,3,855,0,0,0,0,0,0,1
60,107,8,1,856,500,10,4,25,0,1,0
140,107,8,2,856,300,50,4,50,1,0,0
0,107,8,3,856,0,0,0,0,0,0,1
85,108,1,1,857,100,50,0.5,50,1,0,0
8,108,1,2,857,300,25,0.5,25,1,0,0
0,108,1,3,857,0,0,0,0,0,0,1
24,108,2,1,858,500,10,1,25,0,1,0
152,108,2,2,858,300,25,0.5,75,1,0,0
0,108,2,3,858,0,0,0,0,0,0,1
214,108,3,1,859,100,50,4,75,0,1,0
119,108,3,2,859,300,25,2,50,0,1,0
0,108,3,3,859,0,0,0,0,0,0,1
150,108,4,1,860,500,10,0.5,75,0,1,0
210,108,4,2,860,500,25,4,75,0,1,0
0,108,4,3,860,0,0,0,0,0,0,1
28,108,5,1,861,100,25,1,25,0,1,0
15,108,5,2,861,500,50,0.5,25,1,0,0
0,108,5,3,861,0,0,0,0,0,0,1
118,108,6,1,862,100,25,2,50,0,1,0
180,108,6,2,862,500,50,1,75,0,1,0
0,108,6,3,862,0,0,0,0,0,0,1
59,108,7,1,863,300,10,4,25,0,1,0
46,108,7,2,863,100,25,2,25,0,1,0
0,108,7,3,863,0,0,0,0,0,0,1
48,108,8,1,864,500,25,2,25,0,1,0
178,108,8,2,864,100,50,1,75,0,1,0
0,108,8,3,864,0,0,0,0,0,0,1
83,109,1,1,865,300,25,0.5,50,0,1,0
136,109,1,2,865,100,25,4,50,0,1,0
0,109,1,3,865,0,0,0,0,0,0,1
55,109,2,1,866,100,10,4,25,1,0,0
144,109,2,2,866,500,50,4,50,0,1,0
0,109,2,3,866,0,0,0,0,0,0,1
88,109,3,1,867,100,50,0.5,50,0,1,0
75,109,3,2,867,500,10,0.5,50,1,0,0
0,109,3,3,867,0,0,0,0,0,0,1
25,109,4,1,868,100,25,1,25,1,0,0
164,109,4,2,868,300,10,1,75,1,0,0
0,109,4,3,868,0,0,0,0,0,0,1
116,109,5,1,869,300,25,2,50,1,0,0
154,109,5,2,869,100,25,0.5,75,0,1,0
0,109,5,3,869,0,0,0,0,0,0,1
202,109,6,1,870,100,10,4,75,0,1,0
161,109,6,2,870,300,50,0.5,75,0,1,0
0,109,6,3,870,0,0,0,0,0,0,1
108,109,7,1,871,500,50,1,50,0,1,0
208,109,7,2,871,100,25,4,75,0,1,0
0,109,7,3,871,0,0,0,0,0,0,1
14,109,8,1,872,300,50,0.5,25,1,0,0
90,109,8,2,872,500,50,0.5,50,0,1,0
0,109,8,3,872,0,0,0,0,0,0,1
30,110,1,1,873,500,25,1,25,0,1,0
132,110,1,2,873,500,10,4,50,0,1,0
0,110,1,3,873,0,0,0,0,0,0,1
29,110,2,1,874,300,25,1,25,0,1,0
74,110,2,2,874,300,10,0.5,50,1,0,0
0,110,2,3,874,0,0,0,0,0,0,1
36,110,3,1,875,500,50,1,25,0,1,0
144,110,3,2,875,500,50,4,50,0,1,0
0,110,3,3,875,0,0,0,0,0,0,1
200,110,4,1,876,300,10,4,75,1,0,0
83,110,4,2,876,300,25,0.5,50,0,1,0
0,110,4,3,876,0,0,0,0,0,0,1
166,110,5,1,877,100,10,1,75,0,1,0
22,110,5,2,877,100,10,1,25,0,1,0
0,110,5,3,877,0,0,0,0,0,0,1
111,110,6,1,878,500,10,2,50,1,0,0
125,110,6,2,878,300,50,2,50,0,1,0
0,110,6,3,878,0,0,0,0,0,0,1
172,110,7,1,879,100,25,1,75,0,1,0
88,110,7,2,879,100,50,0.5,50,0,1,0
0,110,7,3,879,0,0,0,0,0,0,1
164,110,8,1,880,300,10,1,75,1,0,0
78,110,8,2,880,500,10,0.5,50,0,1,0
0,110,8,3,880,0,0,0,0,0,0,1
212,111,1,1,881,300,50,4,75,1,0,0
45,111,1,2,881,500,25,2,25,1,0,0
0,111,1,3,881,0,0,0,0,0,0,1
146,111,2,1,882,300,10,0.5,75,1,0,0
64,111,2,2,882,100,25,4,25,0,1,0
0,111,2,3,882,0,0,0,0,0,0,1
69,111,3,1,883,500,50,4,25,1,0,0
38,111,3,2,883,300,10,2,25,1,0,0
0,111,3,3,883,0,0,0,0,0,0,1
154,111,4,1,884,100,25,0.5,75,0,1,0
165,111,4,2,884,500,10,1,75,1,0,0
0,111,4,3,884,0,0,0,0,0,0,1
71,111,5,1,885,300,50,4,25,0,1,0
38,111,5,2,885,300,10,2,25,1,0,0
0,111,5,3,885,0,0,0,0,0,0,1
196,111,6,1,886,100,50,2,75,0,1,0
97,111,6,2,886,100,25,1,50,1,0,0
0,111,6,3,886,0,0,0,0,0,0,1
186,111,7,1,887,500,10,2,75,0,1,0
45,111,7,2,887,500,25,2,25,1,0,0
0,111,7,3,887,0,0,0,0,0,0,1
10,111,8,1,888,100,25,0.5,25,0,1,0
212,111,8,2,888,300,50,4,75,1,0,0
0,111,8,3,888,0,0,0,0,0,0,1
1,112,1,1,889,100,10,0.5,25,1,0,0
195,112,1,2,889,500,50,2,75,1,0,0
0,112,1,3,889,0,0,0,0,0,0,1
129,112,2,1,890,500,10,4,50,1,0,0
193,112,2,2,890,100,50,2,75,1,0,0
0,112,2,3,890,0,0,0,0,0,0,1
99,112,3,1,891,500,25,1,50,1,0,0
152,112,3,2,891,300,25,0.5,75,1,0,0
0,112,3,3,891,0,0,0,0,0,0,1
86,112,4,1,892,300,50,0.5,50,1,0,0
80,112,4,2,892,300,25,0.5,50,1,0,0
0,112,4,3,892,0,0,0,0,0,0,1
96,112,5,1,893,500,10,1,50,0,1,0
181,112,5,2,893,100,10,2,75,1,0,0
0,112,5,3,893,0,0,0,0,0,0,1
167,112,6,1,894,300,10,1,75,0,1,0
