profileID,respID,qID,altID,obsID,cashback,warranty,frequency,discharge,remain,no_choice
116,144,6,1,864,7,90,1,10,60,0
300,144,6,2,864,10,80,2,20,70,0
0,144,6,3,864,0,0,0,0,0,1
110,145,1,1,865,7,80,1,10,60,0
59,145,1,2,865,7,85,3,15,50,0
0,145,1,3,865,0,0,0,0,0,1
204,145,2,1,866,10,85,3,20,60,0
255,145,2,2,866,10,80,1,15,70,0
0,145,2,3,866,0,0,0,0,0,1
316,145,3,1,867,5,80,4,20,70,0
215,145,3,2,867,7,90,4,20,60,0
0,145,3,3,867,0,0,0,0,0,1
72,145,4,1,868,10,90,4,15,50,0
85,145,4,2,868,5,85,2,20,50,0
0,145,4,3,868,0,0,0,0,0,1
72,145,5,1,869,10,90,4,15,50,0
126,145,5,2,869,10,90,2,10,60,0
0,145,5,3,869,0,0,0,0,0,1
63,145,6,1,870,10,90,3,15,50,0
235,145,6,2,870,5,80,3,10,70,0
0,145,6,3,870,0,0,0,0,0,1
291,146,1,1,871,10,80,1,20,70,0
269,146,1,2,871,7,90,2,15,70,0
0,146,1,3,871,0,0,0,0,0,1
266,146,2,1,872,7,85,2,15,70,0
318,146,2,2,872,10,80,4,20,70,0
0,146,2,3,872,0,0,0,0,0,1
289,146,3,1,873,5,80,1,20,70,0
230,146,3,2,873,7,85,2,10,70,0
0,146,3,3,873,0,0,0,0,0,1
142,146,4,1,874,5,90,4,10,60,0
98,146,4,2,874,7,90,3,20,50,0
0,146,4,3,874,0,0,0,0,0,1
200,146,5,1,875,7,80,3,20,60,0
266,146,5,2,875,7,85,2,15,70,0
0,146,5,3,875,0,0,0,0,0,1
42,146,6,1,876,10,85,1,15,50,0
112,146,6,2,876,5,85,1,10,60,0
0,146,6,3,876,0,0,0,0,0,1
25,147,1,1,877,5,90,3,10,50,0
228,147,1,2,877,10,80,2,10,70,0
0,147,1,3,877,0,0,0,0,0,1
43,147,2,1,878,5,90,1,15,50,0
213,147,2,2,878,10,85,4,20,60,0
0,147,2,3,878,0,0,0,0,0,1
116,147,3,1,879,7,90,1,10,60,0
199,147,3,2,879,5,80,3,20,60,0
0,147,3,3,879,0,0,0,0,0,1
109,147,4,1,880,5,80,1,10,60,0
85,147,4,2,880,5,85,2,20,50,0
0,147,4,3,880,0,0,0,0,0,1
172,147,5,1,881,5,80,4,15,60,0
275,147,5,2,881,7,85,3,15,70,0
0,147,5,3,881,0,0,0,0,0,1
271,147,6,1,882,5,80,3,15,70,0
72,147,6,2,882,10,90,4,15,50,0
0,147,6,3,882,0,0,0,0,0,1
5,148,1,1,883,7,85,1,10,50,0
163,148,1,2,883,5,80,3,15,60,0
0,148,1,3,883,0,0,0,0,0,1
171,148,2,1,884,10,90,3,15,60,0
104,148,2,2,884,7,85,4,20,50,0
0,148,2,3,884,0,0,0,0,0,1
216,148,3,1,885,10,90,4,20,60,0
129,148,3,2,885,10,80,3,10,60,0
0,148,3,3,885,0,0,0,0,0,1
25,148,4,1,886,5,90,3,10,50,0
84,148,4,2,886,10,80,2,20,50,0
0,148,4,3,886,0,0,0,0,0,1
17,148,5,1,887,7,90,2,10,50,0
176,148,5,2,887,7,85,4,15,60,0
0,148,5,3,887,0,0,0,0,0,1
62,148,6,1,888,7,90,3,15,50,0
276,148,6,2,888,10,85,3,15,70,0
0,148,6,3,888,0,0,0,0,0,1
233,149,1,1,889,7,90,2,10,70,0
58,149,1,2,889,5,85,3,15,50,0
0,149,1,3,889,0,0,0,0,0,1
193,149,2,1,890,5,85,2,20,60,0
284,149,2,2,890,7,85,4,15,70,0
0,149,2,3,890,0,0,0,0,0,1
50,149,3,1,891,7,85,2,15,50,0
156,149,3,2,891,10,80,2,15,60,0
0,149,3,3,891,0,0,0,0,0,1
244,149,4,1,892,5,80,4,10,70,0
149,149,4,2,892,7,85,1,15,60,0
0,149,4,3,892,0,0,0,0,0,1
144,149,5,1,893,10,90,4,10,60,0
60,149,5,2,893,10,85,3,15,50,0
0,149,5,3,893,0,0,0,0,0,1
90,149,6,1,894,10,90,2,20,50,0
77,149,6,2,894,7,85,1,20,50,0
0,149,6,3,894,0,0,0,0,0,1
92,150,1,1,895,7,80,3,20,50,0
172,150,1,2,895,5,80,4,15,60,0
0,150,1,3,895,0,0,0,0,0,1
300,150,2,1,896,10,80,2,20,70,0
149,150,2,2,896,7,85,1,15,60,0
0,150,2,3,896,0,0,0,0,0,1
81,150,3,1,897,10,90,1,20,50,0
237,150,3,2,897,10,80,3,10,70,0
0,150,3,3,897,0,0,0,0,0,1
194,150,4,1,898,7,85,2,20,60,0
279,150,4,2,898,10,90,3,15,70,0
0,150,4,3,898,0,0,0,0,0,1
21,150,5,1,899,10,80,3,10,50,0
68,150,5,2,899,7,85,4,15,50,0
0,150,5,3,899,0,0,0,0,0,1
139,150,6,1,900,5,85,4,10,60,0
219,150,6,2,900,10,80,1,10,70,0
0,150,6,3,900,0,0,0,0,0,1
321,151,1,1,901,10,85,4,20,70,0
10,151,1,2,901,5,80,2,10,50,0
0,151,1,3,901,0,0,0,0,0,1
312,151,2,1,902,10,85,3,20,70,0
261,151,2,2,902,10,90,1,15,70,0
0,151,2,3,902,0,0,0,0,0,1
212,151,3,1,903,7,85,4,20,60,0
131,151,3,2,903,7,85,3,10,60,0
0,151,3,3,903,0,0,0,0,0,1
215,151,4,1,904,7,90,4,20,60,0
236,151,4,2,904,7,80,3,10,70,0
0,151,4,3,904,0,0,0,0,0,1
230,151,5,1,905,7,85,2,10,70,0
269,151,5,2,905,7,90,2,15,70,0
0,151,5,3,905,0,0,0,0,0,1
1,151,6,1,906,5,80,1,10,50,0
171,151,6,2,906,10,90,3,15,60,0
0,151,6,3,906,0,0,0,0,0,1
307,152,1,1,907,5,80,3,20,70,0
77,152,1,2,907,7,85,1,20,50,0
0,152,1,3,907,0,0,0,0,0,1
305,152,2,1,908,7,90,2,20,70,0
182,152,2,2,908,7,80,1,20,60,0
0,152,2,3,908,0,0,0,0,0,1
1,152,3,1,909,5,80,1,10,50,0
250,152,3,2,909,5,90,4,10,70,0
0,152,3,3,909,0,0,0,0,0,1
301,152,4,1,910,5,85,2,20,70,0
290,152,4,2,910,7,80,1,20,70,0
0,152,4,3,910,0,0,0,0,0,1
233,152,5,1,911,7,90,2,10,70,0
84,152,5,2,911,10,80,2,20,50,0
0,152,5,3,911,0,0,0,0,0,1
289,152,6,1,912,5,80,1,20,70,0
114,152,6,2,912,10,85,1,10,60,0
0,152,6,3,912,0,0,0,0,0,1
89,153,1,1,913,7,90,2,20,50,0
148,153,1,2,913,5,85,1,15,60,0
0,153,1,3,913,0,0,0,0,0,1
136,153,2,1,914,5,80,4,10,60,0
255,153,2,2,914,10,80,1,15,70,0
0,153,2,3,914,0,0,0,0,0,1
78,153,3,1,915,10,85,1,20,50,0
220,153,3,2,915,5,85,1,10,70,0
0,153,3,3,915,0,0,0,0,0,1
90,153,4,1,916,10,90,2,20,50,0
31,153,4,2,916,5,85,4,10,50,0
0,153,4,3,916,0,0,0,0,0,1
262,153,5,1,917,5,80,2,15,70,0
56,153,5,2,917,7,80,3,15,50,0
0,153,5,3,917,0,0,0,0,0,1
144,153,6,1,918,10,90,4,10,60,0
241,153,6,2,918,5,90,3,10,70,0
0,153,6,3,918,0,0,0,0,0,1
167,154,1,1,919,7,85,3,15,60,0
21,154,1,2,919,10,80,3,10,50,0
0,154,1,3,919,0,0,0,0,0,1
323,154,2,1,920,7,90,4,20,70,0
251,154,2,2,920,7,90,4,10,70,0
0,154,2,3,920,0,0,0,0,0,1
33,154,3,1,921,10,85,4,10,50,0
43,154,3,2,921,5,90,1,15,50,0
0,154,3,3,921,0,0,0,0,0,1
189,154,4,1,922,10,90,1,20,60,0
224,154,4,2,922,7,90,1,10,70,0
0,154,4,3,922,0,0,0,0,0,1
277,154,5,1,923,5,90,3,15,70,0
293,154,5,2,923,7,85,1,20,70,0
0,154,5,3,923,0,0,0,0,0,1
10,154,6,1,924,5,80,2,10,50,0
54,154,6,2,924,10,90,2,15,50,0
0,154,6,3,924,0,0,0,0,0,1
194,155,1,1,925,7,85,2,20,60,0
153,155,1,2,925,10,90,1,15,60,0
0,155,1,3,925,0,0,0,0,0,1
243,155,2,1,926,10,90,3,10,70,0
304,155,2,2,926,5,90,2,20,70,0
0,155,2,3,926,0,0,0,0,0,1
186,155,3,1,927,10,85,1,20,60,0
78,155,3,2,927,10,85,1,20,50,0
0,155,3,3,927,0,0,0,0,0,1
99,155,4,1,928,10,90,3,20,50,0
16,155,4,2,928,5,90,2,10,50,0
0,155,4,3,928,0,0,0,0,0,1
150,155,5,1,929,10,85,1,15,60,0
308,155,5,2,929,7,80,3,20,70,0
0,155,5,3,929,0,0,0,0,0,1
4,155,6,1,930,5,85,1,10,50,0
37,155,6,2,930,5,80,1,15,50,0
0,155,6,3,930,0,0,0,0,0,1
198,156,1,1,931,10,90,2,20,60,0
50,156,1,2,931,7,85,2,15,50,0
0,156,1,3,931,0,0,0,0,0,1
297,156,2,1,932,10,90,1,20,70,0
198,156,2,2,932,10,90,2,20,60,0
0,156,2,3,932,0,0,0,0,0,1
171,156,3,1,933,10,90,3,15,60,0
99,156,3,2,933,10,90,3,20,50,0
0,156,3,3,933,0,0,0,0,0,1
158,156,4,1,934,7,85,2,15,60,0
305,156,4,2,934,7,90,2,20,70,0
0,156,4,3,934,0,0,0,0,0,1
313,156,5,1,935,5,90,3,20,70,0
172,156,5,2,935,5,80,4,15,60,0
0,156,5,3,935,0,0,0,0,0,1
174,156,6,1,936,10,80,4,15,60,0
154,156,6,2,936,5,80,2,15,60,0
0,156,6,3,936,0,0,0,0,0,1
265,157,1,1,937,5,85,2,15,70,0
272,157,1,2,937,7,80,3,15,70,0
0,157,1,3,937,0,0,0,0,0,1
308,157,2,1,938,7,80,3,20,70,0
232,157,2,2,938,5,90,2,10,70,0
0,157,2,3,938,0,0,0,0,0,1
202,157,3,1,939,5,85,3,20,60,0
24,157,3,2,939,10,85,3,10,50,0
0,157,3,3,939,0,0,0,0,0,1
162,157,4,1,940,10,90,2,15,60,0
147,157,4,2,940,10,80,1,15,60,0
0,157,4,3,940,0,0,0,0,0,1
187,157,5,1,941,5,90,1,20,60,0
150,157,5,2,941,10,85,1,15,60,0
0,157,5,3,941,0,0,0,0,0,1
55,157,6,1,942,5,80,3,15,50,0
83,157,6,2,942,7,80,2,20,50,0
0,157,6,3,942,0,0,0,0,0,1
96,158,1,1,943,10,85,3,20,50,0
148,158,1,2,943,5,85,1,15,60,0
0,158,1,3,943,0,0,0,0,0,1
29,158,2,1,944,7,80,4,10,50,0
132,158,2,2,944,10,85,3,10,60,0
0,158,2,3,944,0,0,0,0,0,1
82,158,3,1,945,5,80,2,20,50,0
210,158,3,2,945,10,80,4,20,60,0
0,158,3,3,945,0,0,0,0,0,1
249,158,4,1,946,10,85,4,10,70,0
6,158,4,2,946,10,85,1,10,50,0
0,158,4,3,946,0,0,0,0,0,1
176,158,5,1,947,7,85,4,15,60,0
53,158,5,2,947,7,90,2,15,50,0
0,158,5,3,947,0,0,0,0,0,1
135,158,6,1,948,10,90,3,10,60,0
61,158,6,2,948,5,90,3,15,50,0
0,158,6,3,948,0,0,0,0,0,1
181,159,1,1,949,5,80,1,20,60,0
38,159,1,2,949,7,80,1,15,50,0
0,159,1,3,949,0,0,0,0,0,1
154,159,2,1,950,5,80,2,15,60,0
236,159,2,2,950,7,80,3,10,70,0
0,159,2,3,950,0,0,0,0,0,1
26,159,3,1,951,7,90,3,10,50,0
218,159,3,2,951,7,80,1,10,70,0
0,159,3,3,951,0,0,0,0,0,1
85,159,4,1,952,5,85,2,20,50,0
310,159,4,2,952,5,85,3,20,70,0
0,159,4,3,952,0,0,0,0,0,1
126,159,5,1,953,10,90,2,10,60,0
270,159,5,2,953,10,90,2,15,70,0
0,159,5,3,953,0,0,0,0,0,1
133,159,6,1,954,5,90,3,10,60,0
282,159,6,2,954,10,80,4,15,70,0
0,159,6,3,954,0,0,0,0,0,1
66,160,1,1,955,10,80,4,15,50,0
305,160,1,2,955,7,90,2,20,70,0
0,160,1,3,955,0,0,0,0,0,1
297,160,2,1,956,10,90,1,20,70,0
60,160,2,2,956,10,85,3,15,50,0
0,160,2,3,956,0,0,0,0,0,1
253,160,3,1,957,5,80,1,15,70,0
294,160,3,2,957,10,85,1,20,70,0
0,160,3,3,957,0,0,0,0,0,1
312,160,4,1,958,10,85,3,20,70,0
229,160,4,2,958,5,85,2,10,70,0
0,160,4,3,958,0,0,0,0,0,1
34,160,5,1,959,5,90,4,10,50,0
58,160,5,2,959,5,85,3,15,50,0
0,160,5,3,959,0,0,0,0,0,1
244,160,6,1,960,5,80,4,10,70,0
45,160,6,2,960,10,90,1,15,50,0
0,160,6,3,960,0,0,0,0,0,1
5,161,1,1,961,7,85,1,10,50,0
189,161,1,2,961,10,90,1,20,60,0
0,161,1,3,961,0,0,0,0,0,1
286,161,2,1,962,5,90,4,15,70,0
25,161,2,2,962,5,90,3,10,50,0
0,161,2,3,962,0,0,0,0,0,1
199,161,3,1,963,5,80,3,20,60,0
284,161,3,2,963,7,85,4,15,70,0
0,161,3,3,963,0,0,0,0,0,1
131,161,4,1,964,7,85,3,10,60,0
31,161,4,2,964,5,85,4,10,50,0
0,161,4,3,964,0,0,0,0,0,1
135,161,5,1,965,10,90,3,10,60,0
300,161,5,2,965,10,80,2,20,70,0
0,161,5,3,965,0,0,0,0,0,1
309,161,6,1,966,10,80,3,20,70,0
82,161,6,2,966,5,80,2,20,50,0
0,161,6,3,966,0,0,0,0,0,1
47,162,1,1,967,7,80,2,15,50,0
182,162,1,2,967,7,80,1,20,60,0
0,162,1,3,967,0,0,0,0,0,1
231,162,2,1,968,10,85,2,10,70,0
91,162,2,2,968,5,80,3,20,50,0
0,162,2,3,968,0,0,0,0,0,1
100,162,3,1,969,5,80,4,20,50,0
101,162,3,2,969,7,80,4,20,50,0
0,162,3,3,969,0,0,0,0,0,1
256,162,4,1,970,5,85,1,15,70,0
78,162,4,2,970,10,85,1,20,50,0
0,162,4,3,970,0,0,0,0,0,1
322,162,5,1,971,5,90,4,20,70,0
262,162,5,2,971,5,80,2,15,70,0
0,162,5,3,971,0,0,0,0,0,1
91,162,6,1,972,5,80,3,20,50,0
169,162,6,2,972,5,90,3,15,60,0
0,162,6,3,972,0,0,0,0,0,1
86,163,1,1,973,7,85,2,20,50,0
299,163,1,2,973,7,80,2,20,70,0
0,163,1,3,973,0,0,0,0,0,1
31,163,2,1,974,5,85,4,10,50,0
119,163,2,2,974,7,80,2,10,60,0
0,163,2,3,974,0,0,0,0,0,1
207,163,3,1,975,10,90,3,20,60,0
243,163,3,2,975,10,90,3,10,70,0
0,163,3,3,975,0,0,0,0,0,1
287,163,4,1,976,7,90,4,15,70,0
244,163,4,2,976,5,80,4,10,70,0
0,163,4,3,976,0,0,0,0,0,1
311,163,5,1,977,7,85,3,20,70,0
181,163,5,2,977,5,80,1,20,60,0
0,163,5,3,977,0,0,0,0,0,1
309,163,6,1,978,10,80,3,20,70,0
278,163,6,2,978,7,90,3,15,70,0
0,163,6,3,978,0,0,0,0,0,1
286,164,1,1,979,5,90,4,15,70,0
54,164,1,2,979,10,90,2,15,50,0
0,164,1,3,979,0,0,0,0,0,1
173,164,2,1,980,7,80,4,15,60,0
29,164,2,2,980,7,80,4,10,50,0
0,164,2,3,980,0,0,0,0,0,1
279,164,3,1,981,10,90,3,15,70,0
94,164,3,2,981,5,85,3,20,50,0
0,164,3,3,981,0,0,0,0,0,1
127,164,4,1,982,5,80,3,10,60,0
78,164,4,2,982,10,85,1,20,50,0
0,164,4,3,982,0,0,0,0,0,1
84,164,5,1,983,10,80,2,20,50,0
122,164,5,2,983,7,85,2,10,60,0
0,164,5,3,983,0,0,0,0,0,1
265,164,6,1,984,5,85,2,15,70,0
245,164,6,2,984,7,80,4,10,70,0
0,164,6,3,984,0,0,0,0,0,1
201,165,1,1,985,10,80,3,20,60,0
318,165,1,2,985,10,80,4,20,70,0
0,165,1,3,985,0,0,0,0,0,1
177,165,2,1,986,10,85,4,15,60,0
101,165,2,2,986,7,80,4,20,50,0
0,165,2,3,986,0,0,0,0,0,1
106,165,3,1,987,5,90,4,20,50,0
227,165,3,2,987,7,80,2,10,70,0
0,165,3,3,987,0,0,0,0,0,1
122,165,4,1,988,7,85,2,10,60,0
227,165,4,2,988,7,80,2,10,70,0
0,165,4,3,988,0,0,0,0,0,1
12,165,5,1,989,10,80,2,10,50,0
150,165,5,2,989,10,85,1,15,60,0
0,165,5,3,989,0,0,0,0,0,1
139,165,6,1,990,5,85,4,10,60,0
88,165,6,2,990,5,90,2,20,50,0
0,165,6,3,990,0,0,0,0,0,1
84,166,1,1,991,10,80,2,20,50,0
200,166,1,2,991,7,80,3,20,60,0
0,166,1,3,991,0,0,0,0,0,1
263,166,2,1,992,7,80,2,15,70,0
162,166,2,2,992,10,90,2,15,60,0
0,166,2,3,992,0,0,0,0,0,1
127,166,3,1,993,5,80,3,10,60,0
24,166,3,2,993,10,85,3,10,50,0
0,166,3,3,993,0,0,0,0,0,1
31,166,4,1,994,5,85,4,10,50,0
28,166,4,2,994,5,80,4,10,50,0
0,166,4,3,994,0,0,0,0,0,1
154,166,5,1,995,5,80,2,15,60,0
273,166,5,2,995,10,80,3,15,70,0
0,166,5,3,995,0,0,0,0,0,1
318,166,6,1,996,10,80,4,20,70,0
39,166,6,2,996,10,80,1,15,50,0
0,166,6,3,996,0,0,0,0,0,1
186,167,1,1,997,10,85,1,20,60,0
187,167,1,2,997,5,90,1,20,60,0
0,167,1,3,997,0,0,0,0,0,1
14,167,2,1,998,7,85,2,10,50,0
140,167,2,2,998,7,85,4,10,60,0
0,167,2,3,998,0,0,0,0,0,1
199,167,3,1,999,5,80,3,20,60,0
232,167,3,2,999,5,90,2,10,70,0
0,167,3,3,999,0,0,0,0,0,1
158,167,4,1,1000,7,85,2,15,60,0
274,167,4,2,1000,5,85,3,15,70,0
0,167,4,3,1000,0,0,0,0,0,1
311,167,5,1,1001,7,85,3,20,70,0
241,167,5,2,1001,5,90,3,10,70,0
0,167,5,3,1001,0,0,0,0,0,1
144,167,6,1,1002,10,90,4,10,60,0
168,167,6,2,1002,10,85,3,15,60,0
0,167,6,3,1002,0,0,0,0,0,1
36,168,1,1,1003,10,90,4,10,50,0
236,168,1,2,1003,7,80,3,10,70,0
0,168,1,3,1003,0,0,0,0,0,1
32,168,2,1,1004,7,85,4,10,50,0
50,168,2,2,1004,7,85,2,15,50,0
0,168,2,3,1004,0,0,0,0,0,1
231,168,3,1,1005,10,85,2,10,70,0
140,168,3,2,1005,7,85,4,10,60,0
0,168,3,3,1005,0,0,0,0,0,1
227,168,4,1,1006,7,80,2,10,70,0
146,168,4,2,1006,7,80,1,15,60,0
0,168,4,3,1006,0,0,0,0,0,1
161,168,5,1,1007,7,90,2,15,60,0
273,168,5,2,1007,10,80,3,15,70,0
0,168,5,3,1007,0,0,0,0,0,1
188,168,6,1,1008,7,90,1,20,60,0
213,168,6,2,1008,10,85,4,20,60,0
0,168,6,3,1008,0,0,0,0,0,1
24,169,1,1,1009,10,85,3,10,50,0
108,169,1,2,1009,10,90,4,20,50,0
0,169,1,3,1009,0,0,0,0,0,1
198,169,2,1,1010,10,90,2,20,60,0
17,169,2,2,1010,7,90,2,10,50,0
0,169,2,3,1010,0,0,0,0,0,1
6,169,3,1,1011,10,85,1,10,50,0
248,169,3,2,1011,7,85,4,10,70,0
0,169,3,3,1011,0,0,0,0,0,1
53,169,4,1,1012,7,90,2,15,50,0
79,169,4,2,1012,5,90,1,20,50,0
0,169,4,3,1012,0,0,0,0,0,1
203,169,5,1,1013,7,85,3,20,60,0
271,169,5,2,1013,5,80,3,15,70,0
0,169,5,3,1013,0,0,0,0,0,1
222,169,6,1,1014,10,85,1,10,70,0
144,169,6,2,1014,10,90,4,10,60,0
0,169,6,3,1014,0,0,0,0,0,1
284,170,1,1,1015,7,85,4,15,70,0
33,170,1,2,1015,10,85,4,10,50,0
0,170,1,3,1015,0,0,0,0,0,1
269,170,2,1,1016,7,90,2,15,70,0
223,170,2,2,1016,5,90,1,10,70,0
0,170,2,3,1016,0,0,0,0,0,1
284,170,3,1,1017,7,85,4,15,70,0
318,170,3,2,1017,10,80,4,20,70,0
0,170,3,3,1017,0,0,0,0,0,1
119,170,4,1,1018,7,80,2,10,60,0
230,170,4,2,1018,7,85,2,10,70,0
0,170,4,3,1018,0,0,0,0,0,1
64,170,5,1,1019,5,80,4,15,50,0
283,170,5,2,1019,5,85,4,15,70,0
0,170,5,3,1019,0,0,0,0,0,1
57,170,6,1,1020,10,80,3,15,50,0
223,170,6,2,1020,5,90,1,10,70,0
0,170,6,3,1020,0,0,0,0,0,1
170,171,1,1,1021,7,90,3,15,60,0
202,171,1,2,1021,5,85,3,20,60,0
0,171,1,3,1021,0,0,0,0,0,1
10,171,2,1,1022,5,80,2,10,50,0
193,171,2,2,1022,5,85,2,20,60,0
0,171,2,3,1022,0,0,0,0,0,1
33,171,3,1,1023,10,85,4,10,50,0
297,171,3,2,1023,10,90,1,20,70,0
0,171,3,3,1023,0,0,0,0,0,1
211,171,4,1,1024,5,85,4,20,60,0
119,171,4,2,1024,7,80,2,10,60,0
0,171,4,3,1024,0,0,0,0,0,1
227,171,5,1,1025,7,80,2,10,70,0
155,171,5,2,1025,7,80,2,15,60,0
0,171,5,3,1025,0,0,0,0,0,1
211,171,6,1,1026,5,85,4,20,60,0
320,171,6,2,1026,7,85,4,20,70,0
0,171,6,3,1026,0,0,0,0,0,1
39,172,1,1,1027,10,80,1,15,50,0
242,172,1,2,1027,7,90,3,10,70,0
0,172,1,3,1027,0,0,0,0,0,1
122,172,2,1,1028,7,85,2,10,60,0
2,172,2,2,1028,7,80,1,10,50,0
0,172,2,3,1028,0,0,0,0,0,1
34,172,3,1,1029,5,90,4,10,50,0
58,172,3,2,1029,5,85,3,15,50,0
0,172,3,3,1029,0,0,0,0,0,1
243,172,4,1,1030,10,90,3,10,70,0
174,172,4,2,1030,10,80,4,15,60,0
0,172,4,3,1030,0,0,0,0,0,1
161,172,5,1,1031,7,90,2,15,60,0
125,172,5,2,1031,7,90,2,10,60,0
0,172,5,3,1031,0,0,0,0,0,1
54,172,6,1,1032,10,90,2,15,50,0
74,172,6,2,1032,7,80,1,20,50,0
0,172,6,3,1032,0,0,0,0,0,1
34,173,1,1,1033,5,90,4,10,50,0
121,173,1,2,1033,5,85,2,10,60,0
0,173,1,3,1033,0,0,0,0,0,1
191,173,2,1,1034,7,80,2,20,60,0
126,173,2,2,1034,10,90,2,10,60,0
0,173,2,3,1034,0,0,0,0,0,1
282,173,3,1,1035,10,80,4,15,70,0
300,173,3,2,1035,10,80,2,20,70,0
0,173,3,3,1035,0,0,0,0,0,1
105,173,4,1,1036,10,85,4,20,50,0
244,173,4,2,1036,5,80,4,10,70,0
0,173,4,3,1036,0,0,0,0,0,1
9,173,5,1,1037,10,90,1,10,50,0
5,173,5,2,1037,7,85,1,10,50,0
0,173,5,3,1037,0,0,0,0,0,1
132,173,6,1,1038,10,85,3,10,60,0
156,173,6,2,1038,10,80,2,15,60,0
0,173,6,3,1038,0,0,0,0,0,1
8,174,1,1,1039,7,90,1,10,50,0
12,174,1,2,1039,10,80,2,10,50,0
0,174,1,3,1039,0,0,0,0,0,1
119,174,2,1,1040,7,80,2,10,60,0
164,174,2,2,1040,7,80,3,15,60,0
0,174,2,3,1040,0,0,0,0,0,1
118,174,3,1,1041,5,80,2,10,60,0
180,174,3,2,1041,10,90,4,15,60,0
0,174,3,3,1041,0,0,0,0,0,1
170,174,4,1,1042,7,90,3,15,60,0
146,174,4,2,1042,7,80,1,15,60,0
0,174,4,3,1042,0,0,0,0,0,1
38,174,5,1,1043,7,80,1,15,50,0
195,174,5,2,1043,10,85,2,20,60,0
0,174,5,3,1043,0,0,0,0,0,1
27,174,6,1,1044,10,90,3,10,50,0
300,174,6,2,1044,10,80,2,20,70,0
0,174,6,3,1044,0,0,0,0,0,1
236,175,1,1,1045,7,80,3,10,70,0
43,175,1,2,1045,5,90,1,15,50,0
0,175,1,3,1045,0,0,0,0,0,1
4,175,2,1,1046,5,85,1,10,50,0
234,175,2,2,1046,10,90,2,10,70,0
0,175,2,3,1046,0,0,0,0,0,1
320,175,3,1,1047,7,85,4,20,70,0
3,175,3,2,1047,10,80,1,10,50,0
0,175,3,3,1047,0,0,0,0,0,1
110,175,4,1,1048,7,80,1,10,60,0
305,175,4,2,1048,7,90,2,20,70,0
0,175,4,3,1048,0,0,0,0,0,1
216,175,5,1,1049,10,90,4,20,60,0
274,175,5,2,1049,5,85,3,15,70,0
0,175,5,3,1049,0,0,0,0,0,1
163,175,6,1,1050,5,80,3,15,60,0
21,175,6,2,1050,10,80,3,10,50,0
0,175,6,3,1050,0,0,0,0,0,1
125,176,1,1,1051,7,90,2,10,60,0
161,176,1,2,1051,7,90,2,15,60,0
0,176,1,3,1051,0,0,0,0,0,1
161,176,2,1,1052,7,90,2,15,60,0
304,176,2,2,1052,5,90,2,20,70,0
0,176,2,3,1052,0,0,0,0,0,1
315,176,3,1,1053,10,90,3,20,70,0
65,176,3,2,1053,7,80,4,15,50,0
0,176,3,3,1053,0,0,0,0,0,1
41,176,4,1,1054,7,85,1,15,50,0
60,176,4,2,1054,10,85,3,15,50,0
0,176,4,3,1054,0,0,0,0,0,1
200,176,5,1,1055,7,80,3,20,60,0
232,176,5,2,1055,5,90,2,10,70,0
0,176,5,3,1055,0,0,0,0,0,1
267,176,6,1,1056,10,85,2,15,70,0
73,176,6,2,1056,5,80,1,20,50,0
0,176,6,3,1056,0,0,0,0,0,1
214,177,1,1,1057,5,90,4,20,60,0
220,177,1,2,1057,5,85,1,10,70,0
0,177,1,3,1057,0,0,0,0,0,1
147,177,2,1,1058,10,80,1,15,60,0
96,177,2,2,1058,10,85,3,20,50,0
0,177,2,3,1058,0,0,0,0,0,1
65,177,3,1,1059,7,80,4,15,50,0
26,177,3,2,1059,7,90,3,10,50,0
0,177,3,3,1059,0,0,0,0,0,1
212,177,4,1,1060,7,85,4,20,60,0
208,177,4,2,1060,5,80,4,20,60,0
0,177,4,3,1060,0,0,0,0,0,1
216,177,5,1,1061,10,90,4,20,60,0
235,177,5,2,1061,5,80,3,10,70,0
0,177,5,3,1061,0,0,0,0,0,1
297,177,6,1,1062,10,90,1,20,70,0
160,177,6,2,1062,5,90,2,15,60,0
0,177,6,3,1062,0,0,0,0,0,1
73,178,1,1,1063,5,80,1,20,50,0
136,178,1,2,1063,5,80,4,10,60,0
0,178,1,3,1063,0,0,0,0,0,1
258,178,2,1,1064,10,85,1,15,70,0
128,178,2,2,1064,7,80,3,10,60,0
0,178,2,3,1064,0,0,0,0,0,1
144,178,3,1,1065,10,90,4,10,60,0
231,178,3,2,1065,10,85,2,10,70,0
0,178,3,3,1065,0,0,0,0,0,1
237,178,4,1,1066,10,80,3,10,70,0
183,178,4,2,1066,10,80,1,20,60,0
0,178,4,3,1066,0,0,0,0,0,1
229,178,5,1,1067,5,85,2,10,70,0
150,178,5,2,1067,10,85,1,15,60,0
0,178,5,3,1067,0,0,0,0,0,1
274,178,6,1,1068,5,85,3,15,70,0
221,178,6,2,1068,7,85,1,10,70,0
0,178,6,3,1068,0,0,0,0,0,1
256,179,1,1,1069,5,85,1,15,70,0
78,179,1,2,1069,10,85,1,20,50,0
0,179,1,3,1069,0,0,0,0,0,1
273,179,2,1,1070,10,80,3,15,70,0
32,179,2,2,1070,7,85,4,10,50,0
0,179,2,3,1070,0,0,0,0,0,1
220,179,3,1,1071,5,85,1,10,70,0
31,179,3,2,1071,5,85,4,10,50,0
0,179,3,3,1071,0,0,0,0,0,1
