profileID,respID,qID,altID,obsID,enrollment_cash,occurrence_cash,monthly_occurrence,lower_bound,guaranteed_threshold,no_choice
0,163,5,3,977,0,0,0,0,0,1
571,163,6,1,978,200,10,1,30,80,0
556,163,6,2,978,300,15,4,20,80,0
0,163,6,3,978,0,0,0,0,0,1
640,164,1,1,979,300,20,4,30,80,0
447,164,1,2,979,200,5,3,40,70,0
0,164,1,3,979,0,0,0,0,0,1
163,164,2,1,980,200,2,1,40,60,0
80,164,2,2,980,300,20,4,20,60,0
0,164,2,3,980,0,0,0,0,0,1
86,164,3,1,981,100,5,1,30,60,0
171,164,3,2,981,200,10,1,40,60,0
0,164,3,3,981,0,0,0,0,0,1
607,164,4,1,982,200,5,3,30,80,0
303,164,4,2,982,200,2,4,20,70,0
0,164,4,3,982,0,0,0,0,0,1
706,164,5,1,983,100,5,4,40,80,0
112,164,5,2,983,300,10,2,30,60,0
0,164,5,3,983,0,0,0,0,0,1
671,164,6,1,984,200,10,2,40,80,0
2,164,6,2,984,100,2,1,20,60,0
0,164,6,3,984,0,0,0,0,0,1
13,165,1,1,985,50,15,1,20,60,0
447,165,1,2,985,200,5,3,40,70,0
0,165,1,3,985,0,0,0,0,0,1
643,165,2,1,986,200,2,1,40,80,0
3,165,2,2,986,200,2,1,20,60,0
0,165,2,3,986,0,0,0,0,0,1
474,165,3,1,987,100,15,4,40,70,0
476,165,3,2,987,300,15,4,40,70,0
0,165,3,3,987,0,0,0,0,0,1
226,165,4,1,988,100,5,4,40,60,0
499,165,4,2,988,200,20,1,20,80,0
0,165,4,3,988,0,0,0,0,0,1
429,165,5,1,989,50,10,2,40,70,0
291,165,5,2,989,200,10,3,20,70,0
0,165,5,3,989,0,0,0,0,0,1
263,165,6,1,990,200,2,2,20,70,0
604,165,6,2,990,300,2,3,30,80,0
0,165,6,3,990,0,0,0,0,0,1
203,166,1,1,991,200,2,3,40,60,0
683,166,1,2,991,200,2,3,40,80,0
0,166,1,3,991,0,0,0,0,0,1
319,166,2,1,992,200,20,4,20,70,0
114,166,2,2,992,100,15,2,30,60,0
0,166,2,3,992,0,0,0,0,0,1
164,166,3,1,993,300,2,1,40,60,0
615,166,3,2,993,200,15,3,30,80,0
0,166,3,3,993,0,0,0,0,0,1
183,166,4,1,994,200,2,2,40,60,0
559,166,4,2,994,200,20,4,20,80,0
0,166,4,3,994,0,0,0,0,0,1
270,166,5,1,995,100,10,2,20,70,0
164,166,5,2,995,300,2,1,40,60,0
0,166,5,3,995,0,0,0,0,0,1
109,166,6,1,996,50,10,2,30,60,0
405,166,6,2,996,50,5,1,40,70,0
0,166,6,3,996,0,0,0,0,0,1
583,167,1,1,997,200,2,2,30,80,0
610,167,1,2,997,100,10,3,30,80,0
0,167,1,3,997,0,0,0,0,0,1
508,167,2,1,998,300,5,2,20,80,0
364,167,2,2,998,300,2,3,30,70,0
0,167,2,3,998,0,0,0,0,0,1
611,167,3,1,999,200,10,3,30,80,0
92,167,3,2,999,300,10,1,30,60,0
0,167,3,3,999,0,0,0,0,0,1
175,167,4,1,1000,200,15,1,40,60,0
223,167,4,2,1000,200,2,4,40,60,0
0,167,4,3,1000,0,0,0,0,0,1
513,167,5,1,1001,50,15,2,20,80,0
134,167,5,2,1001,100,15,3,30,60,0
0,167,5,3,1001,0,0,0,0,0,1
524,167,6,1,1002,300,2,3,20,80,0
454,167,6,2,1002,100,15,3,40,70,0
0,167,6,3,1002,0,0,0,0,0,1
187,168,1,1,1003,200,5,2,40,60,0
325,168,1,2,1003,50,5,1,30,70,0
0,168,1,3,1003,0,0,0,0,0,1
683,168,2,1,1004,200,2,3,40,80,0
626,168,2,2,1004,100,5,4,30,80,0
0,168,2,3,1004,0,0,0,0,0,1
74,168,3,1,1005,100,15,4,20,60,0
407,168,3,2,1005,200,5,1,40,70,0
0,168,3,3,1005,0,0,0,0,0,1
24,168,4,1,1006,300,2,2,20,60,0
117,168,4,2,1006,50,20,2,30,60,0
0,168,4,3,1006,0,0,0,0,0,1
347,168,5,1,1007,200,5,2,30,70,0
649,168,5,2,1007,50,10,1,40,80,0
0,168,5,3,1007,0,0,0,0,0,1
521,168,6,1,1008,50,2,3,20,80,0
200,168,6,2,1008,300,20,2,40,60,0
0,168,6,3,1008,0,0,0,0,0,1
573,169,1,1,1009,50,15,1,30,80,0
109,169,1,2,1009,50,10,2,30,60,0
0,169,1,3,1009,0,0,0,0,0,1
137,169,2,1,1010,50,20,3,30,60,0
148,169,2,2,1010,300,5,4,30,60,0
0,169,2,3,1010,0,0,0,0,0,1
217,169,3,1,1011,50,20,3,40,60,0
642,169,3,2,1011,100,2,1,40,80,0
0,169,3,3,1011,0,0,0,0,0,1
380,169,4,1,1012,300,20,3,30,70,0
517,169,4,2,1012,50,20,2,20,80,0
0,169,4,3,1012,0,0,0,0,0,1
638,169,5,1,1013,100,20,4,30,80,0
719,169,5,2,1013,200,20,4,40,80,0
0,169,5,3,1013,0,0,0,0,0,1
330,169,6,1,1014,100,10,1,30,70,0
172,169,6,2,1014,300,10,1,40,60,0
0,169,6,3,1014,0,0,0,0,0,1
91,170,1,1,1015,200,10,1,30,60,0
516,170,1,2,1015,300,15,2,20,80,0
0,170,1,3,1015,0,0,0,0,0,1
301,170,2,1,1016,50,2,4,20,70,0
502,170,2,2,1016,100,2,2,20,80,0
0,170,2,3,1016,0,0,0,0,0,1
84,170,3,1,1017,300,2,1,30,60,0
138,170,3,2,1017,100,20,3,30,60,0
0,170,3,3,1017,0,0,0,0,0,1
399,170,4,1,1018,200,20,4,30,70,0
346,170,4,2,1018,100,5,2,30,70,0
0,170,4,3,1018,0,0,0,0,0,1
372,170,5,1,1019,300,10,3,30,70,0
47,170,5,2,1019,200,5,3,20,60,0
0,170,5,3,1019,0,0,0,0,0,1
614,170,6,1,1020,100,15,3,30,80,0
268,170,6,2,1020,300,5,2,20,70,0
0,170,6,3,1020,0,0,0,0,0,1
356,171,1,1,1021,300,15,2,30,70,0
709,171,1,2,1021,50,10,4,40,80,0
0,171,1,3,1021,0,0,0,0,0,1
645,171,2,1,1022,50,5,1,40,80,0
190,171,2,2,1022,100,10,2,40,60,0
0,171,2,3,1022,0,0,0,0,0,1
65,171,3,1,1023,50,5,4,20,60,0
497,171,3,2,1023,50,20,1,20,80,0
0,171,3,3,1023,0,0,0,0,0,1
129,171,4,1,1024,50,10,3,30,60,0
658,171,4,2,1024,100,20,1,40,80,0
0,171,4,3,1024,0,0,0,0,0,1
179,171,5,1,1025,200,20,1,40,60,0
76,171,5,2,1025,300,15,4,20,60,0
0,171,5,3,1025,0,0,0,0,0,1
235,171,6,1,1026,200,15,4,40,60,0
131,171,6,2,1026,200,10,3,30,60,0
0,171,6,3,1026,0,0,0,0,0,1
63,172,1,1,1027,200,2,4,20,60,0
700,172,1,2,1027,300,20,3,40,80,0
0,172,1,3,1027,0,0,0,0,0,1
422,172,2,1,1028,100,2,2,40,70,0
619,172,2,2,1028,200,20,3,30,80,0
0,172,2,3,1028,0,0,0,0,0,1
519,172,3,1,1029,200,20,2,20,80,0
716,172,3,2,1029,300,15,4,40,80,0
0,172,3,3,1029,0,0,0,0,0,1
28,172,4,1,1030,300,5,2,20,60,0
427,172,4,2,1030,200,5,2,40,70,0
0,172,4,3,1030,0,0,0,0,0,1
480,172,5,1,1031,300,20,4,40,70,0
373,172,5,2,1031,50,15,3,30,70,0
0,172,5,3,1031,0,0,0,0,0,1
460,172,6,1,1032,300,20,3,40,70,0
706,172,6,2,1032,100,5,4,40,80,0
0,172,6,3,1032,0,0,0,0,0,1
604,173,1,1,1033,300,2,3,30,80,0
418,173,1,2,1033,100,20,1,40,70,0
0,173,1,3,1033,0,0,0,0,0,1
609,173,2,1,1034,50,10,3,30,80,0
628,173,2,2,1034,300,5,4,30,80,0
0,173,2,3,1034,0,0,0,0,0,1
274,173,3,1,1035,100,15,2,20,70,0
483,173,3,2,1035,200,2,1,20,80,0
0,173,3,3,1035,0,0,0,0,0,1
632,173,4,1,1036,300,10,4,30,80,0
108,173,4,2,1036,300,5,2,30,60,0
0,173,4,3,1036,0,0,0,0,0,1
552,173,5,1,1037,300,10,4,20,80,0
205,173,5,2,1037,50,5,3,40,60,0
0,173,5,3,1037,0,0,0,0,0,1
206,173,6,1,1038,100,5,3,40,60,0
238,173,6,2,1038,100,20,4,40,60,0
0,173,6,3,1038,0,0,0,0,0,1
225,174,1,1,1039,50,5,4,40,60,0
658,174,1,2,1039,100,20,1,40,80,0
0,174,1,3,1039,0,0,0,0,0,1
60,174,2,1,1040,300,20,3,20,60,0
617,174,2,2,1040,50,20,3,30,80,0
0,174,2,3,1040,0,0,0,0,0,1
704,174,3,1,1041,300,2,4,40,80,0
351,174,3,2,1041,200,10,2,30,70,0
0,174,3,3,1041,0,0,0,0,0,1
377,174,4,1,1042,50,20,3,30,70,0
222,174,4,2,1042,100,2,4,40,60,0
0,174,4,3,1042,0,0,0,0,0,1
128,174,5,1,1043,300,5,3,30,60,0
203,174,5,2,1043,200,2,3,40,60,0
0,174,5,3,1043,0,0,0,0,0,1
314,174,6,1,1044,100,15,4,20,70,0
92,174,6,2,1044,300,10,1,30,60,0
0,174,6,3,1044,0,0,0,0,0,1
160,175,1,1,1045,300,20,4,30,60,0
675,175,1,2,1045,200,15,2,40,80,0
0,175,1,3,1045,0,0,0,0,0,1
401,175,2,1,1046,50,2,1,40,70,0
433,175,2,2,1046,50,15,2,40,70,0
0,175,2,3,1046,0,0,0,0,0,1
713,175,3,1,1047,50,15,4,40,80,0
628,175,3,2,1047,300,5,4,30,80,0
0,175,3,3,1047,0,0,0,0,0,1
30,175,4,1,1048,100,10,2,20,60,0
531,175,4,2,1048,200,10,3,20,80,0
0,175,4,3,1048,0,0,0,0,0,1
214,175,5,1,1049,100,15,3,40,60,0
357,175,5,2,1049,50,20,2,30,70,0
0,175,5,3,1049,0,0,0,0,0,1
25,175,6,1,1050,50,5,2,20,60,0
75,175,6,2,1050,200,15,4,20,60,0
0,175,6,3,1050,0,0,0,0,0,1
53,176,1,1,1051,50,15,3,20,60,0
525,176,1,2,1051,50,5,3,20,80,0
0,176,1,3,1051,0,0,0,0,0,1
455,176,2,1,1052,200,15,3,40,70,0
155,176,2,2,1052,200,15,4,30,60,0
0,176,2,3,1052,0,0,0,0,0,1
584,176,3,1,1053,300,2,2,30,80,0
174,176,3,2,1053,100,15,1,40,60,0
0,176,3,3,1053,0,0,0,0,0,1
373,176,4,1,1054,50,15,3,30,70,0
311,176,4,2,1054,200,10,4,20,70,0
0,176,4,3,1054,0,0,0,0,0,1
672,176,5,1,1055,300,10,2,40,80,0
650,176,5,2,1055,100,10,1,40,80,0
0,176,5,3,1055,0,0,0,0,0,1
55,176,6,1,1056,200,15,3,20,60,0
646,176,6,2,1056,100,5,1,40,80,0
0,176,6,3,1056,0,0,0,0,0,1
496,177,1,1,1057,300,15,1,20,80,0
477,177,1,2,1057,50,20,4,40,70,0
0,177,1,3,1057,0,0,0,0,0,1
340,177,2,1,1058,300,20,1,30,70,0
628,177,2,2,1058,300,5,4,30,80,0
0,177,2,3,1058,0,0,0,0,0,1
682,177,3,1,1059,100,2,3,40,80,0
516,177,3,2,1059,300,15,2,20,80,0
0,177,3,3,1059,0,0,0,0,0,1
581,177,4,1,1060,50,2,2,30,80,0
598,177,4,2,1060,100,20,2,30,80,0
0,177,4,3,1060,0,0,0,0,0,1
299,177,5,1,1061,200,20,3,20,70,0
642,177,5,2,1061,100,2,1,40,80,0
0,177,5,3,1061,0,0,0,0,0,1
420,177,6,1,1062,300,20,1,40,70,0
593,177,6,2,1062,50,15,2,30,80,0
0,177,6,3,1062,0,0,0,0,0,1
390,178,1,1,1063,100,10,4,30,70,0
653,178,1,2,1063,50,15,1,40,80,0
0,178,1,3,1063,0,0,0,0,0,1
263,178,2,1,1064,200,2,2,20,70,0
52,178,2,2,1064,300,10,3,20,60,0
0,178,2,3,1064,0,0,0,0,0,1
126,178,3,1,1065,100,5,3,30,60,0
481,178,3,2,1065,50,2,1,20,80,0
0,178,3,3,1065,0,0,0,0,0,1
5,178,4,1,1066,50,5,1,20,60,0
515,178,4,2,1066,200,15,2,20,80,0
0,178,4,3,1066,0,0,0,0,0,1
362,178,5,1,1067,100,2,3,30,70,0
686,178,5,2,1067,100,5,3,40,80,0
0,178,5,3,1067,0,0,0,0,0,1
481,178,6,1,1068,50,2,1,20,80,0
287,178,6,2,1068,200,5,3,20,70,0
0,178,6,3,1068,0,0,0,0,0,1
507,179,1,1,1069,200,5,2,20,80,0
594,179,1,2,1069,100,15,2,30,80,0
0,179,1,3,1069,0,0,0,0,0,1
450,179,2,1,1070,100,10,3,40,70,0
299,179,2,2,1070,200,20,3,20,70,0
0,179,2,3,1070,0,0,0,0,0,1
46,179,3,1,1071,100,5,3,20,60,0
641,179,3,2,1071,50,2,1,40,80,0
0,179,3,3,1071,0,0,0,0,0,1
705,179,4,1,1072,50,5,4,40,80,0
384,179,4,2,1072,300,2,4,30,70,0
0,179,4,3,1072,0,0,0,0,0,1
28,179,5,1,1073,300,5,2,20,60,0
656,179,5,2,1073,300,15,1,40,80,0
0,179,5,3,1073,0,0,0,0,0,1
503,179,6,1,1074,200,2,2,20,80,0
63,179,6,2,1074,200,2,4,20,60,0
0,179,6,3,1074,0,0,0,0,0,1
384,180,1,1,1075,300,2,4,30,70,0
99,180,1,2,1075,200,20,1,30,60,0
0,180,1,3,1075,0,0,0,0,0,1
65,180,2,1,1076,50,5,4,20,60,0
164,180,2,2,1076,300,2,1,40,60,0
0,180,2,3,1076,0,0,0,0,0,1
331,180,3,1,1077,200,10,1,30,70,0
231,180,3,2,1077,200,10,4,40,60,0
0,180,3,3,1077,0,0,0,0,0,1
25,180,4,1,1078,50,5,2,20,60,0
232,180,4,2,1078,300,10,4,40,60,0
0,180,4,3,1078,0,0,0,0,0,1
582,180,5,1,1079,100,2,2,30,80,0
403,180,5,2,1079,200,2,1,40,70,0
0,180,5,3,1079,0,0,0,0,0,1
353,180,6,1,1080,50,15,2,30,70,0
691,180,6,2,1080,200,10,3,40,80,0
0,180,6,3,1080,0,0,0,0,0,1
496,181,1,1,1081,300,15,1,20,80,0
410,181,1,2,1081,100,10,1,40,70,0
0,181,1,3,1081,0,0,0,0,0,1
148,181,2,1,1082,300,5,4,30,60,0
288,181,2,2,1082,300,5,3,20,70,0
0,181,2,3,1082,0,0,0,0,0,1
591,181,3,1,1083,200,10,2,30,80,0
107,181,3,2,1083,200,5,2,30,60,0
0,181,3,3,1083,0,0,0,0,0,1
460,181,4,1,1084,300,20,3,40,70,0
620,181,4,2,1084,300,20,3,30,80,0
0,181,4,3,1084,0,0,0,0,0,1
569,181,5,1,1085,50,10,1,30,80,0
453,181,5,2,1085,50,15,3,40,70,0
0,181,5,3,1085,0,0,0,0,0,1
326,181,6,1,1086,100,5,1,30,70,0
462,181,6,2,1086,100,2,4,40,70,0
0,181,6,3,1086,0,0,0,0,0,1
375,182,1,1,1087,200,15,3,30,70,0
612,182,1,2,1087,300,10,3,30,80,0
0,182,1,3,1087,0,0,0,0,0,1
209,182,2,1,1088,50,10,3,40,60,0
32,182,2,2,1088,300,10,2,20,60,0
0,182,2,3,1088,0,0,0,0,0,1
415,182,3,1,1089,200,15,1,40,70,0
287,182,3,2,1089,200,5,3,20,70,0
0,182,3,3,1089,0,0,0,0,0,1
257,182,4,1,1090,50,20,1,20,70,0
700,182,4,2,1090,300,20,3,40,80,0
0,182,4,3,1090,0,0,0,0,0,1
591,182,5,1,1091,200,10,2,30,80,0
627,182,5,2,1091,200,5,4,30,80,0
0,182,5,3,1091,0,0,0,0,0,1
353,182,6,1,1092,50,15,2,30,70,0
462,182,6,2,1092,100,2,4,40,70,0
0,182,6,3,1092,0,0,0,0,0,1
232,183,1,1,1093,300,10,4,40,60,0
430,183,1,2,1093,100,10,2,40,70,0
0,183,1,3,1093,0,0,0,0,0,1
549,183,2,1,1094,50,10,4,20,80,0
660,183,2,2,1094,300,20,1,40,80,0
0,183,2,3,1094,0,0,0,0,0,1
596,183,3,1,1095,300,15,2,30,80,0
183,183,3,2,1095,200,2,2,40,60,0
0,183,3,3,1095,0,0,0,0,0,1
551,183,4,1,1096,200,10,4,20,80,0
372,183,4,2,1096,300,10,3,30,70,0
0,183,4,3,1096,0,0,0,0,0,1
209,183,5,1,1097,50,10,3,40,60,0
463,183,5,2,1097,200,2,4,40,70,0
0,183,5,3,1097,0,0,0,0,0,1
426,183,6,1,1098,100,5,2,40,70,0
535,183,6,2,1098,200,15,3,20,80,0
0,183,6,3,1098,0,0,0,0,0,1
638,184,1,1,1099,100,20,4,30,80,0
672,184,1,2,1099,300,10,2,40,80,0
0,184,1,3,1099,0,0,0,0,0,1
94,184,2,1,1100,100,15,1,30,60,0
577,184,2,2,1100,50,20,1,30,80,0
0,184,2,3,1100,0,0,0,0,0,1
510,184,3,1,1101,100,10,2,20,80,0
531,184,3,2,1101,200,10,3,20,80,0
0,184,3,3,1101,0,0,0,0,0,1
144,184,4,1,1102,300,2,4,30,60,0
716,184,4,2,1102,300,15,4,40,80,0
0,184,4,3,1102,0,0,0,0,0,1
16,184,5,1,1103,300,15,1,20,60,0
196,184,5,2,1103,300,15,2,40,60,0
0,184,5,3,1103,0,0,0,0,0,1
711,184,6,1,1104,200,10,4,40,80,0
49,184,6,2,1104,50,10,3,20,60,0
0,184,6,3,1104,0,0,0,0,0,1
47,185,1,1,1105,200,5,3,20,60,0
132,185,1,2,1105,300,10,3,30,60,0
0,185,1,3,1105,0,0,0,0,0,1
318,185,2,1,1106,100,20,4,20,70,0
671,185,2,2,1106,200,10,2,40,80,0
0,185,2,3,1106,0,0,0,0,0,1
77,185,3,1,1107,50,20,4,20,60,0
615,185,3,2,1107,200,15,3,30,80,0
0,185,3,3,1107,0,0,0,0,0,1
424,185,4,1,1108,300,2,2,40,70,0
172,185,4,2,1108,300,10,1,40,60,0
0,185,4,3,1108,0,0,0,0,0,1
116,185,5,1,1109,300,15,2,30,60,0
309,185,5,2,1109,50,10,4,20,70,0
0,185,5,3,1109,0,0,0,0,0,1
63,185,6,1,1110,200,2,4,20,60,0
285,185,6,2,1110,50,5,3,20,70,0
0,185,6,3,1110,0,0,0,0,0,1
241,186,1,1,1111,50,2,1,20,70,0
266,186,1,2,1111,100,5,2,20,70,0
0,186,1,3,1111,0,0,0,0,0,1
645,186,2,1,1112,50,5,1,40,80,0
388,186,2,2,1112,300,5,4,30,70,0
0,186,2,3,1112,0,0,0,0,0,1
38,186,3,1,1113,100,20,2,20,60,0
262,186,3,2,1113,100,2,2,20,70,0
0,186,3,3,1113,0,0,0,0,0,1
390,186,4,1,1114,100,10,4,30,70,0
79,186,4,2,1114,200,20,4,20,60,0
0,186,4,3,1114,0,0,0,0,0,1
83,186,5,1,1115,200,2,1,30,60,0
314,186,5,2,1115,100,15,4,20,70,0
0,186,5,3,1115,0,0,0,0,0,1
624,186,6,1,1116,300,2,4,30,80,0
443,186,6,2,1116,200,2,3,40,70,0
0,186,6,3,1116,0,0,0,0,0,1
123,187,1,1,1117,200,2,3,30,60,0
184,187,1,2,1117,300,2,2,40,60,0
0,187,1,3,1117,0,0,0,0,0,1
39,187,2,1,1118,200,20,2,20,60,0
164,187,2,2,1118,300,2,1,40,60,0
0,187,2,3,1118,0,0,0,0,0,1
171,187,3,1,1119,200,10,1,40,60,0
214,187,3,2,1119,100,15,3,40,60,0
0,187,3,3,1119,0,0,0,0,0,1
71,187,4,1,1120,200,10,4,20,60,0
399,187,4,2,1120,200,20,4,30,70,0
0,187,4,3,1120,0,0,0,0,0,1
108,187,5,1,1121,300,5,2,30,60,0
649,187,5,2,1121,50,10,1,40,80,0
0,187,5,3,1121,0,0,0,0,0,1
709,187,6,1,1122,50,10,4,40,80,0
189,187,6,2,1122,50,10,2,40,60,0
0,187,6,3,1122,0,0,0,0,0,1
567,188,1,1,1123,200,5,1,30,80,0
185,188,1,2,1123,50,5,2,40,60,0
0,188,1,3,1123,0,0,0,0,0,1
667,188,2,1,1124,200,5,2,40,80,0
627,188,2,2,1124,200,5,4,30,80,0
0,188,2,3,1124,0,0,0,0,0,1
531,188,3,1,1125,200,10,3,20,80,0
635,188,3,2,1125,200,15,4,30,80,0
0,188,3,3,1125,0,0,0,0,0,1
442,188,4,1,1126,100,2,3,40,70,0
513,188,4,2,1126,50,15,2,20,80,0
0,188,4,3,1126,0,0,0,0,0,1
141,188,5,1,1127,50,2,4,30,60,0
585,188,5,2,1127,50,5,2,30,80,0
0,188,5,3,1127,0,0,0,0,0,1
628,188,6,1,1128,300,5,4,30,80,0
678,188,6,2,1128,100,20,2,40,80,0
0,188,6,3,1128,0,0,0,0,0,1
718,189,1,1,1129,100,20,4,40,80,0
212,189,1,2,1129,300,10,3,40,60,0
0,189,1,3,1129,0,0,0,0,0,1
382,189,2,1,1130,100,2,4,30,70,0
138,189,2,2,1130,100,20,3,30,60,0
0,189,2,3,1130,0,0,0,0,0,1
426,189,3,1,1131,100,5,2,40,70,0
461,189,3,2,1131,50,2,4,40,70,0
0,189,3,3,1131,0,0,0,0,0,1
126,189,4,1,1132,100,5,3,30,60,0
619,189,4,2,1132,200,20,3,30,80,0
0,189,4,3,1132,0,0,0,0,0,1
105,189,5,1,1133,50,5,2,30,60,0
700,189,5,2,1133,300,20,3,40,80,0
0,189,5,3,1133,0,0,0,0,0,1
142,189,6,1,1134,100,2,4,30,60,0
72,189,6,2,1134,300,10,4,20,60,0
0,189,6,3,1134,0,0,0,0,0,1
14,190,1,1,1135,100,15,1,20,60,0
569,190,1,2,1135,50,10,1,30,80,0
0,190,1,3,1135,0,0,0,0,0,1
70,190,2,1,1136,100,10,4,20,60,0
277,190,2,2,1136,50,20,2,20,70,0
0,190,2,3,1136,0,0,0,0,0,1
229,190,3,1,1137,50,10,4,40,60,0
430,190,3,2,1137,100,10,2,40,70,0
0,190,3,3,1137,0,0,0,0,0,1
318,190,4,1,1138,100,20,4,20,70,0
227,190,4,2,1138,200,5,4,40,60,0
0,190,4,3,1138,0,0,0,0,0,1
453,190,5,1,1139,50,15,3,40,70,0
38,190,5,2,1139,100,20,2,20,60,0
0,190,5,3,1139,0,0,0,0,0,1
38,190,6,1,1140,100,20,2,20,60,0
469,190,6,2,1140,50,10,4,40,70,0
0,190,6,3,1140,0,0,0,0,0,1
151,191,1,1,1141,200,10,4,30,60,0
6,191,1,2,1141,100,5,1,20,60,0
0,191,1,3,1141,0,0,0,0,0,1
4,191,2,1,1142,300,2,1,20,60,0
248,191,2,2,1142,300,5,1,20,70,0
0,191,2,3,1142,0,0,0,0,0,1
122,191,3,1,1143,100,2,3,30,60,0
554,191,3,2,1143,100,15,4,20,80,0
0,191,3,3,1143,0,0,0,0,0,1
140,191,4,1,1144,300,20,3,30,60,0
482,191,4,2,1144,100,2,1,20,80,0
0,191,4,3,1144,0,0,0,0,0,1
164,191,5,1,1145,300,2,1,40,60,0
264,191,5,2,1145,300,2,2,20,70,0
0,191,5,3,1145,0,0,0,0,0,1
94,191,6,1,1146,100,15,1,30,60,0
547,191,6,2,1146,200,5,4,20,80,0
0,191,6,3,1146,0,0,0,0,0,1
552,192,1,1,1147,300,10,4,20,80,0
175,192,1,2,1147,200,15,1,40,60,0
0,192,1,3,1147,0,0,0,0,0,1
516,192,2,1,1148,300,15,2,20,80,0
593,192,2,2,1148,50,15,2,30,80,0
0,192,2,3,1148,0,0,0,0,0,1
718,192,3,1,1149,100,20,4,40,80,0
692,192,3,2,1149,300,10,3,40,80,0
0,192,3,3,1149,0,0,0,0,0,1
71,192,4,1,1150,200,10,4,20,60,0
34,192,4,2,1150,100,15,2,20,60,0
0,192,4,3,1150,0,0,0,0,0,1
535,192,5,1,1151,200,15,3,20,80,0
270,192,5,2,1151,100,10,2,20,70,0
0,192,5,3,1151,0,0,0,0,0,1
305,192,6,1,1152,50,5,4,20,70,0
121,192,6,2,1152,50,2,3,30,60,0
0,192,6,3,1152,0,0,0,0,0,1
633,193,1,1,1153,50,15,4,30,80,0
445,193,1,2,1153,50,5,3,40,70,0
0,193,1,3,1153,0,0,0,0,0,1
17,193,2,1,1154,50,20,1,20,60,0
243,193,2,2,1154,200,2,1,20,70,0
0,193,2,3,1154,0,0,0,0,0,1
285,193,3,1,1155,50,5,3,20,70,0
199,193,3,2,1155,200,20,2,40,60,0
0,193,3,3,1155,0,0,0,0,0,1
557,193,4,1,1156,50,20,4,20,80,0
370,193,4,2,1156,100,10,3,30,70,0
0,193,4,3,1156,0,0,0,0,0,1
115,193,5,1,1157,200,15,2,30,60,0
306,193,5,2,1157,100,5,4,20,70,0
0,193,5,3,1157,0,0,0,0,0,1
624,193,6,1,1158,300,2,4,30,80,0
647,193,6,2,1158,200,5,1,40,80,0
0,193,6,3,1158,0,0,0,0,0,1
640,194,1,1,1159,300,20,4,30,80,0
43,194,1,2,1159,200,2,3,20,60,0
0,194,1,3,1159,0,0,0,0,0,1
58,194,2,1,1160,100,20,3,20,60,0
65,194,2,2,1160,50,5,4,20,60,0
0,194,2,3,1160,0,0,0,0,0,1
316,194,3,1,1161,300,15,4,20,70,0
612,194,3,2,1161,300,10,3,30,80,0
0,194,3,3,1161,0,0,0,0,0,1
506,194,4,1,1162,100,5,2,20,80,0
581,194,4,2,1162,50,2,2,30,80,0
0,194,4,3,1162,0,0,0,0,0,1
100,194,5,1,1163,300,20,1,30,60,0
415,194,5,2,1163,200,15,1,40,70,0
0,194,5,3,1163,0,0,0,0,0,1
573,194,6,1,1164,50,15,1,30,80,0
696,194,6,2,1164,300,15,3,40,80,0
0,194,6,3,1164,0,0,0,0,0,1
376,195,1,1,1165,300,15,3,30,70,0
578,195,1,2,1165,100,20,1,30,80,0
0,195,1,3,1165,0,0,0,0,0,1
102,195,2,1,1166,100,2,2,30,60,0
378,195,2,2,1166,100,20,3,30,70,0
0,195,2,3,1166,0,0,0,0,0,1
480,195,3,1,1167,300,20,4,40,70,0
286,195,3,2,1167,100,5,3,20,70,0
0,195,3,3,1167,0,0,0,0,0,1
652,195,4,1,1168,300,10,1,40,80,0
373,195,4,2,1168,50,15,3,30,70,0
0,195,4,3,1168,0,0,0,0,0,1
89,195,5,1,1169,50,10,1,30,60,0
392,195,5,2,1169,300,10,4,30,70,0
0,195,5,3,1169,0,0,0,0,0,1
307,195,6,1,1170,200,5,4,20,70,0
696,195,6,2,1170,300,15,3,40,80,0
0,195,6,3,1170,0,0,0,0,0,1
524,196,1,1,1171,300,2,3,20,80,0
599,196,1,2,1171,200,20,2,30,80,0
0,196,1,3,1171,0,0,0,0,0,1
12,196,2,1,1172,300,10,1,20,60,0
205,196,2,2,1172,50,5,3,40,60,0
0,196,2,3,1172,0,0,0,0,0,1
498,196,3,1,1173,100,20,1,20,80,0
716,196,3,2,1173,300,15,4,40,80,0
0,196,3,3,1173,0,0,0,0,0,1
666,196,4,1,1174,100,5,2,40,80,0
658,196,4,2,1174,100,20,1,40,80,0
0,196,4,3,1174,0,0,0,0,0,1
565,196,5,1,1175,50,5,1,30,80,0
237,196,5,2,1175,50,20,4,40,60,0
0,196,5,3,1175,0,0,0,0,0,1
108,196,6,1,1176,300,5,2,30,60,0
64,196,6,2,1176,300,2,4,20,60,0
0,196,6,3,1176,0,0,0,0,0,1
484,197,1,1,1177,300,2,1,20,80,0
323,197,1,2,1177,200,2,1,30,70,0
0,197,1,3,1177,0,0,0,0,0,1
254,197,2,1,1178,100,15,1,20,70,0
138,197,2,2,1178,100,20,3,30,60,0
0,197,2,3,1178,0,0,0,0,0,1
667,197,3,1,1179,200,5,2,40,80,0
111,197,3,2,1179,200,10,2,30,60,0
0,197,3,3,1179,0,0,0,0,0,1
284,197,4,1,1180,300,2,3,20,70,0
