profileID,respID,qID,altID,obsID,enrollment_cash,monthly_cash,override,minimum_threshold,guaranteed_threshold,no_choice
239,1560,1,1,5755,200,20,5,40,60,0
98,1560,1,2,5755,100,20,0,30,60,0
0,1560,1,3,5755,0,0,0,0,0,1
231,1560,2,1,5756,200,10,5,40,60,0
550,1560,2,2,5756,100,10,5,20,80,0
0,1560,2,3,5756,0,0,0,0,0,1
307,1560,3,1,5757,200,5,5,20,70,0
645,1560,3,2,5757,50,5,0,40,80,0
0,1560,3,3,5757,0,0,0,0,0,1
550,1560,4,1,5758,100,10,5,20,80,0
574,1560,4,2,5758,100,15,0,30,80,0
0,1560,4,3,5758,0,0,0,0,0,1
292,1560,5,1,5759,300,10,3,20,70,0
489,1560,5,2,5759,50,10,0,20,80,0
0,1560,5,3,5759,0,0,0,0,0,1
26,1560,6,1,5760,100,5,1,20,60,0
574,1560,6,2,5760,100,15,0,30,80,0
0,1560,6,3,5760,0,0,0,0,0,1
333,1561,1,1,5761,50,15,0,30,70,0
700,1561,1,2,5761,300,20,3,40,80,0
0,1561,1,3,5761,0,0,0,0,0,1
542,1561,2,1,5762,100,2,5,20,80,0
632,1561,2,2,5762,300,10,5,30,80,0
0,1561,2,3,5762,0,0,0,0,0,1
115,1561,3,1,5763,200,15,1,30,60,0
586,1561,3,2,5763,100,5,1,30,80,0
0,1561,3,3,5763,0,0,0,0,0,1
173,1561,4,1,5764,50,15,0,40,60,0
19,1561,4,2,5764,200,20,0,20,60,0
0,1561,4,3,5764,0,0,0,0,0,1
21,1561,5,1,5765,50,2,1,20,60,0
661,1561,5,2,5765,50,2,1,40,80,0
0,1561,5,3,5765,0,0,0,0,0,1
263,1561,6,1,5766,200,2,1,20,70,0
42,1561,6,2,5766,100,2,3,20,60,0
0,1561,6,3,5766,0,0,0,0,0,1
335,1562,1,1,5767,200,15,0,30,70,0
272,1562,1,2,5767,300,10,1,20,70,0
0,1562,1,3,5767,0,0,0,0,0,1
343,1562,2,1,5768,200,2,1,30,70,0
224,1562,2,2,5768,300,2,5,40,60,0
0,1562,2,3,5768,0,0,0,0,0,1
601,1562,3,1,5769,50,2,3,30,80,0
136,1562,3,2,5769,300,15,3,30,60,0
0,1562,3,3,5769,0,0,0,0,0,1
43,1562,4,1,5770,200,2,3,20,60,0
295,1562,4,2,5770,200,15,3,20,70,0
0,1562,4,3,5770,0,0,0,0,0,1
704,1562,5,1,5771,300,2,5,40,80,0
607,1562,5,2,5771,200,5,3,30,80,0
0,1562,5,3,5771,0,0,0,0,0,1
299,1562,6,1,5772,200,20,3,20,70,0
76,1562,6,2,5772,300,15,5,20,60,0
0,1562,6,3,5772,0,0,0,0,0,1
619,1563,1,1,5773,200,20,3,30,80,0
455,1563,1,2,5773,200,15,3,40,70,0
0,1563,1,3,5773,0,0,0,0,0,1
277,1563,2,1,5774,50,20,1,20,70,0
650,1563,2,2,5774,100,10,0,40,80,0
0,1563,2,3,5774,0,0,0,0,0,1
618,1563,3,1,5775,100,20,3,30,80,0
283,1563,3,2,5775,200,2,3,20,70,0
0,1563,3,3,5775,0,0,0,0,0,1
97,1563,4,1,5776,50,20,0,30,60,0
185,1563,4,2,5776,50,5,1,40,60,0
0,1563,4,3,5776,0,0,0,0,0,1
35,1563,5,1,5777,200,15,1,20,60,0
159,1563,5,2,5777,200,20,5,30,60,0
0,1563,5,3,5777,0,0,0,0,0,1
270,1563,6,1,5778,100,10,1,20,70,0
703,1563,6,2,5778,200,2,5,40,80,0
0,1563,6,3,5778,0,0,0,0,0,1
45,1564,1,1,5779,50,5,3,20,60,0
308,1564,1,2,5779,300,5,5,20,70,0
0,1564,1,3,5779,0,0,0,0,0,1
491,1564,2,1,5780,200,10,0,20,80,0
555,1564,2,2,5780,200,15,5,20,80,0
0,1564,2,3,5780,0,0,0,0,0,1
607,1564,3,1,5781,200,5,3,30,80,0
164,1564,3,2,5781,300,2,0,40,60,0
0,1564,3,3,5781,0,0,0,0,0,1
382,1564,4,1,5782,100,2,5,30,70,0
519,1564,4,2,5782,200,20,1,20,80,0
0,1564,4,3,5782,0,0,0,0,0,1
58,1564,5,1,5783,100,20,3,20,60,0
581,1564,5,2,5783,50,2,1,30,80,0
0,1564,5,3,5783,0,0,0,0,0,1
182,1564,6,1,5784,100,2,1,40,60,0
225,1564,6,2,5784,50,5,5,40,60,0
0,1564,6,3,5784,0,0,0,0,0,1
277,1565,1,1,5785,50,20,1,20,70,0
701,1565,1,2,5785,50,2,5,40,80,0
0,1565,1,3,5785,0,0,0,0,0,1
419,1565,2,1,5786,200,20,0,40,70,0
409,1565,2,2,5786,50,10,0,40,70,0
0,1565,2,3,5786,0,0,0,0,0,1
451,1565,3,1,5787,200,10,3,40,70,0
51,1565,3,2,5787,200,10,3,20,60,0
0,1565,3,3,5787,0,0,0,0,0,1
642,1565,4,1,5788,100,2,0,40,80,0
478,1565,4,2,5788,100,20,5,40,70,0
0,1565,4,3,5788,0,0,0,0,0,1
202,1565,5,1,5789,100,2,3,40,60,0
211,1565,5,2,5789,200,10,3,40,60,0
0,1565,5,3,5789,0,0,0,0,0,1
400,1565,6,1,5790,300,20,5,30,70,0
120,1565,6,2,5790,300,20,1,30,60,0
0,1565,6,3,5790,0,0,0,0,0,1
364,1566,1,1,5791,300,2,3,30,70,0
670,1566,1,2,5791,100,10,1,40,80,0
0,1566,1,3,5791,0,0,0,0,0,1
25,1566,2,1,5792,50,5,1,20,60,0
594,1566,2,2,5792,100,15,1,30,80,0
0,1566,2,3,5792,0,0,0,0,0,1
587,1566,3,1,5793,200,5,1,30,80,0
105,1566,3,2,5793,50,5,1,30,60,0
0,1566,3,3,5793,0,0,0,0,0,1
328,1566,4,1,5794,300,5,0,30,70,0
676,1566,4,2,5794,300,15,1,40,80,0
0,1566,4,3,5794,0,0,0,0,0,1
667,1566,5,1,5795,200,5,1,40,80,0
540,1566,5,2,5795,300,20,3,20,80,0
0,1566,5,3,5795,0,0,0,0,0,1
232,1566,6,1,5796,300,10,5,40,60,0
283,1566,6,2,5796,200,2,3,20,70,0
0,1566,6,3,5796,0,0,0,0,0,1
399,1567,1,1,5797,200,20,5,30,70,0
469,1567,1,2,5797,50,10,5,40,70,0
0,1567,1,3,5797,0,0,0,0,0,1
90,1567,2,1,5798,100,10,0,30,60,0
612,1567,2,2,5798,300,10,3,30,80,0
0,1567,2,3,5798,0,0,0,0,0,1
487,1567,3,1,5799,200,5,0,20,80,0
515,1567,3,2,5799,200,15,1,20,80,0
0,1567,3,3,5799,0,0,0,0,0,1
308,1567,4,1,5800,300,5,5,20,70,0
464,1567,4,2,5800,300,2,5,40,70,0
0,1567,4,3,5800,0,0,0,0,0,1
665,1567,5,1,5801,50,5,1,40,80,0
96,1567,5,2,5801,300,15,0,30,60,0
0,1567,5,3,5801,0,0,0,0,0,1
196,1567,6,1,5802,300,15,1,40,60,0
557,1567,6,2,5802,50,20,5,20,80,0
0,1567,6,3,5802,0,0,0,0,0,1
580,1568,1,1,5803,300,20,0,30,80,0
178,1568,1,2,5803,100,20,0,40,60,0
0,1568,1,3,5803,0,0,0,0,0,1
514,1568,2,1,5804,100,15,1,20,80,0
556,1568,2,2,5804,300,15,5,20,80,0
0,1568,2,3,5804,0,0,0,0,0,1
507,1568,3,1,5805,200,5,1,20,80,0
209,1568,3,2,5805,50,10,3,40,60,0
0,1568,3,3,5805,0,0,0,0,0,1
474,1568,4,1,5806,100,15,5,40,70,0
128,1568,4,2,5806,300,5,3,30,60,0
0,1568,4,3,5806,0,0,0,0,0,1
55,1568,5,1,5807,200,15,3,20,60,0
94,1568,5,2,5807,100,15,0,30,60,0
0,1568,5,3,5807,0,0,0,0,0,1
270,1568,6,1,5808,100,10,1,20,70,0
106,1568,6,2,5808,100,5,1,30,60,0
0,1568,6,3,5808,0,0,0,0,0,1
668,1569,1,1,5809,300,5,1,40,80,0
240,1569,1,2,5809,300,20,5,40,60,0
0,1569,1,3,5809,0,0,0,0,0,1
117,1569,2,1,5810,50,20,1,30,60,0
112,1569,2,2,5810,300,10,1,30,60,0
0,1569,2,3,5810,0,0,0,0,0,1
489,1569,3,1,5811,50,10,0,20,80,0
312,1569,3,2,5811,300,10,5,20,70,0
0,1569,3,3,5811,0,0,0,0,0,1
457,1569,4,1,5812,50,20,3,40,70,0
47,1569,4,2,5812,200,5,3,20,60,0
0,1569,4,3,5812,0,0,0,0,0,1
615,1569,5,1,5813,200,15,3,30,80,0
673,1569,5,2,5813,50,15,1,40,80,0
0,1569,5,3,5813,0,0,0,0,0,1
414,1569,6,1,5814,100,15,0,40,70,0
326,1569,6,2,5814,100,5,0,30,70,0
0,1569,6,3,5814,0,0,0,0,0,1
163,1570,1,1,5815,200,2,0,40,60,0
425,1570,1,2,5815,50,5,1,40,70,0
0,1570,1,3,5815,0,0,0,0,0,1
417,1570,2,1,5816,50,20,0,40,70,0
600,1570,2,2,5816,300,20,1,30,80,0
0,1570,2,3,5816,0,0,0,0,0,1
237,1570,3,1,5817,50,20,5,40,60,0
366,1570,3,2,5817,100,5,3,30,70,0
0,1570,3,3,5817,0,0,0,0,0,1
62,1570,4,1,5818,100,2,5,20,60,0
613,1570,4,2,5818,50,15,3,30,80,0
0,1570,4,3,5818,0,0,0,0,0,1
340,1570,5,1,5819,300,20,0,30,70,0
315,1570,5,2,5819,200,15,5,20,70,0
0,1570,5,3,5819,0,0,0,0,0,1
224,1570,6,1,5820,300,2,5,40,60,0
169,1570,6,2,5820,50,10,0,40,60,0
0,1570,6,3,5820,0,0,0,0,0,1
493,1571,1,1,5821,50,15,0,20,80,0
589,1571,1,2,5821,50,10,1,30,80,0
0,1571,1,3,5821,0,0,0,0,0,1
676,1571,2,1,5822,300,15,1,40,80,0
711,1571,2,2,5822,200,10,5,40,80,0
0,1571,2,3,5822,0,0,0,0,0,1
222,1571,3,1,5823,100,2,5,40,60,0
491,1571,3,2,5823,200,10,0,20,80,0
0,1571,3,3,5823,0,0,0,0,0,1
641,1571,4,1,5824,50,2,0,40,80,0
362,1571,4,2,5824,100,2,3,30,70,0
0,1571,4,3,5824,0,0,0,0,0,1
184,1571,5,1,5825,300,2,1,40,60,0
512,1571,5,2,5825,300,10,1,20,80,0
0,1571,5,3,5825,0,0,0,0,0,1
329,1571,6,1,5826,50,10,0,30,70,0
674,1571,6,2,5826,100,15,1,40,80,0
0,1571,6,3,5826,0,0,0,0,0,1
107,1572,1,1,5827,200,5,1,30,60,0
223,1572,1,2,5827,200,2,5,40,60,0
0,1572,1,3,5827,0,0,0,0,0,1
369,1572,2,1,5828,50,10,3,30,70,0
679,1572,2,2,5828,200,20,1,40,80,0
0,1572,2,3,5828,0,0,0,0,0,1
202,1572,3,1,5829,100,2,3,40,60,0
140,1572,3,2,5829,300,20,3,30,60,0
0,1572,3,3,5829,0,0,0,0,0,1
720,1572,4,1,5830,300,20,5,40,80,0
5,1572,4,2,5830,50,5,0,20,60,0
0,1572,4,3,5830,0,0,0,0,0,1
278,1572,5,1,5831,100,20,1,20,70,0
632,1572,5,2,5831,300,10,5,30,80,0
0,1572,5,3,5831,0,0,0,0,0,1
430,1572,6,1,5832,100,10,1,40,70,0
52,1572,6,2,5832,300,10,3,20,60,0
0,1572,6,3,5832,0,0,0,0,0,1
397,1573,1,1,5833,50,20,5,30,70,0
107,1573,1,2,5833,200,5,1,30,60,0
0,1573,1,3,5833,0,0,0,0,0,1
630,1573,2,1,5834,100,10,5,30,80,0
596,1573,2,2,5834,300,15,1,30,80,0
0,1573,2,3,5834,0,0,0,0,0,1
194,1573,3,1,5835,100,15,1,40,60,0
488,1573,3,2,5835,300,5,0,20,80,0
0,1573,3,3,5835,0,0,0,0,0,1
211,1573,4,1,5836,200,10,3,40,60,0
510,1573,4,2,5836,100,10,1,20,80,0
0,1573,4,3,5836,0,0,0,0,0,1
324,1573,5,1,5837,300,2,0,30,70,0
122,1573,5,2,5837,100,2,3,30,60,0
0,1573,5,3,5837,0,0,0,0,0,1
506,1573,6,1,5838,100,5,1,20,80,0
16,1573,6,2,5838,300,15,0,20,60,0
0,1573,6,3,5838,0,0,0,0,0,1
96,1574,1,1,5839,300,15,0,30,60,0
620,1574,1,2,5839,300,20,3,30,80,0
0,1574,1,3,5839,0,0,0,0,0,1
176,1574,2,1,5840,300,15,0,40,60,0
685,1574,2,2,5840,50,5,3,40,80,0
0,1574,2,3,5840,0,0,0,0,0,1
660,1574,3,1,5841,300,20,0,40,80,0
253,1574,3,2,5841,50,15,0,20,70,0
0,1574,3,3,5841,0,0,0,0,0,1
460,1574,4,1,5842,300,20,3,40,70,0
229,1574,4,2,5842,50,10,5,40,60,0
0,1574,4,3,5842,0,0,0,0,0,1
10,1574,5,1,5843,100,10,0,20,60,0
716,1574,5,2,5843,300,15,5,40,80,0
0,1574,5,3,5843,0,0,0,0,0,1
328,1574,6,1,5844,300,5,0,30,70,0
266,1574,6,2,5844,100,5,1,20,70,0
0,1574,6,3,5844,0,0,0,0,0,1
65,1575,1,1,5845,50,5,5,20,60,0
625,1575,1,2,5845,50,5,5,30,80,0
0,1575,1,3,5845,0,0,0,0,0,1
261,1575,2,1,5846,50,2,1,20,70,0
559,1575,2,2,5846,200,20,5,20,80,0
0,1575,2,3,5846,0,0,0,0,0,1
499,1575,3,1,5847,200,20,0,20,80,0
650,1575,3,2,5847,100,10,0,40,80,0
0,1575,3,3,5847,0,0,0,0,0,1
158,1575,4,1,5848,100,20,5,30,60,0
654,1575,4,2,5848,100,15,0,40,80,0
0,1575,4,3,5848,0,0,0,0,0,1
201,1575,5,1,5849,50,2,3,40,60,0
160,1575,5,2,5849,300,20,5,30,60,0
0,1575,5,3,5849,0,0,0,0,0,1
426,1575,6,1,5850,100,5,1,40,70,0
674,1575,6,2,5850,100,15,1,40,80,0
0,1575,6,3,5850,0,0,0,0,0,1
503,1576,1,1,5851,200,2,1,20,80,0
705,1576,1,2,5851,50,5,5,40,80,0
0,1576,1,3,5851,0,0,0,0,0,1
367,1576,2,1,5852,200,5,3,30,70,0
633,1576,2,2,5852,50,15,5,30,80,0
0,1576,2,3,5852,0,0,0,0,0,1
678,1576,3,1,5853,100,20,1,40,80,0
451,1576,3,2,5853,200,10,3,40,70,0
0,1576,3,3,5853,0,0,0,0,0,1
503,1576,4,1,5854,200,2,1,20,80,0
717,1576,4,2,5854,50,20,5,40,80,0
0,1576,4,3,5854,0,0,0,0,0,1
145,1576,5,1,5855,50,5,5,30,60,0
466,1576,5,2,5855,100,5,5,40,70,0
0,1576,5,3,5855,0,0,0,0,0,1
122,1576,6,1,5856,100,2,3,30,60,0
583,1576,6,2,5856,200,2,1,30,80,0
0,1576,6,3,5856,0,0,0,0,0,1
273,1577,1,1,5857,50,15,1,20,70,0
417,1577,1,2,5857,50,20,0,40,70,0
0,1577,1,3,5857,0,0,0,0,0,1
231,1577,2,1,5858,200,10,5,40,60,0
72,1577,2,2,5858,300,10,5,20,60,0
0,1577,2,3,5858,0,0,0,0,0,1
632,1577,3,1,5859,300,10,5,30,80,0
208,1577,3,2,5859,300,5,3,40,60,0
0,1577,3,3,5859,0,0,0,0,0,1
651,1577,4,1,5860,200,10,0,40,80,0
373,1577,4,2,5860,50,15,3,30,70,0
0,1577,4,3,5860,0,0,0,0,0,1
610,1577,5,1,5861,100,10,3,30,80,0
160,1577,5,2,5861,300,20,5,30,60,0
0,1577,5,3,5861,0,0,0,0,0,1
695,1577,6,1,5862,200,15,3,40,80,0
246,1577,6,2,5862,100,5,0,20,70,0
0,1577,6,3,5862,0,0,0,0,0,1
323,1578,1,1,5863,200,2,0,30,70,0
435,1578,1,2,5863,200,15,1,40,70,0
0,1578,1,3,5863,0,0,0,0,0,1
94,1578,2,1,5864,100,15,0,30,60,0
45,1578,2,2,5864,50,5,3,20,60,0
0,1578,2,3,5864,0,0,0,0,0,1
444,1578,3,1,5865,300,2,3,40,70,0
197,1578,3,2,5865,50,20,1,40,60,0
0,1578,3,3,5865,0,0,0,0,0,1
219,1578,4,1,5866,200,20,3,40,60,0
418,1578,4,2,5866,100,20,0,40,70,0
0,1578,4,3,5866,0,0,0,0,0,1
620,1578,5,1,5867,300,20,3,30,80,0
101,1578,5,2,5867,50,2,1,30,60,0
0,1578,5,3,5867,0,0,0,0,0,1
83,1578,6,1,5868,200,2,0,30,60,0
271,1578,6,2,5868,200,10,1,20,70,0
0,1578,6,3,5868,0,0,0,0,0,1
696,1579,1,1,5869,300,15,3,40,80,0
656,1579,1,2,5869,300,15,0,40,80,0
0,1579,1,3,5869,0,0,0,0,0,1
136,1579,2,1,5870,300,15,3,30,60,0
72,1579,2,2,5870,300,10,5,20,60,0
0,1579,2,3,5870,0,0,0,0,0,1
78,1579,3,1,5871,100,20,5,20,60,0
579,1579,3,2,5871,200,20,0,30,80,0
0,1579,3,3,5871,0,0,0,0,0,1
276,1579,4,1,5872,300,15,1,20,70,0
715,1579,4,2,5872,200,15,5,40,80,0
0,1579,4,3,5872,0,0,0,0,0,1
554,1579,5,1,5873,100,15,5,20,80,0
88,1579,5,2,5873,300,5,0,30,60,0
0,1579,5,3,5873,0,0,0,0,0,1
227,1579,6,1,5874,200,5,5,40,60,0
192,1579,6,2,5874,300,10,1,40,60,0
0,1579,6,3,5874,0,0,0,0,0,1
97,1580,1,1,5875,50,20,0,30,60,0
532,1580,1,2,5875,300,10,3,20,80,0
0,1580,1,3,5875,0,0,0,0,0,1
266,1580,2,1,5876,100,5,1,20,70,0
421,1580,2,2,5876,50,2,1,40,70,0
0,1580,2,3,5876,0,0,0,0,0,1
144,1580,3,1,5877,300,2,5,30,60,0
412,1580,3,2,5877,300,10,0,40,70,0
0,1580,3,3,5877,0,0,0,0,0,1
195,1580,4,1,5878,200,15,1,40,60,0
64,1580,4,2,5878,300,2,5,20,60,0
0,1580,4,3,5878,0,0,0,0,0,1
310,1580,5,1,5879,100,10,5,20,70,0
91,1580,5,2,5879,200,10,0,30,60,0
0,1580,5,3,5879,0,0,0,0,0,1
481,1580,6,1,5880,50,2,0,20,80,0
545,1580,6,2,5880,50,5,5,20,80,0
0,1580,6,3,5880,0,0,0,0,0,1
58,1581,1,1,5881,100,20,3,20,60,0
426,1581,1,2,5881,100,5,1,40,70,0
0,1581,1,3,5881,0,0,0,0,0,1
361,1581,2,1,5882,50,2,3,30,70,0
31,1581,2,2,5882,200,10,1,20,60,0
0,1581,2,3,5882,0,0,0,0,0,1
56,1581,3,1,5883,300,15,3,20,60,0
607,1581,3,2,5883,200,5,3,30,80,0
0,1581,3,3,5883,0,0,0,0,0,1
355,1581,4,1,5884,200,15,1,30,70,0
368,1581,4,2,5884,300,5,3,30,70,0
0,1581,4,3,5884,0,0,0,0,0,1
603,1581,5,1,5885,200,2,3,30,80,0
682,1581,5,2,5885,100,2,3,40,80,0
0,1581,5,3,5885,0,0,0,0,0,1
69,1581,6,1,5886,50,10,5,20,60,0
3,1581,6,2,5886,200,2,0,20,60,0
0,1581,6,3,5886,0,0,0,0,0,1
220,1582,1,1,5887,300,20,3,40,60,0
225,1582,1,2,5887,50,5,5,40,60,0
0,1582,1,3,5887,0,0,0,0,0,1
145,1582,2,1,5888,50,5,5,30,60,0
719,1582,2,2,5888,200,20,5,40,80,0
0,1582,2,3,5888,0,0,0,0,0,1
540,1582,3,1,5889,300,20,3,20,80,0
525,1582,3,2,5889,50,5,3,20,80,0
0,1582,3,3,5889,0,0,0,0,0,1
113,1582,4,1,5890,50,15,1,30,60,0
257,1582,4,2,5890,50,20,0,20,70,0
0,1582,4,3,5890,0,0,0,0,0,1
16,1582,5,1,5891,300,15,0,20,60,0
372,1582,5,2,5891,300,10,3,30,70,0
0,1582,5,3,5891,0,0,0,0,0,1
616,1582,6,1,5892,300,15,3,30,80,0
290,1582,6,2,5892,100,10,3,20,70,0
0,1582,6,3,5892,0,0,0,0,0,1
584,1583,1,1,5893,300,2,1,30,80,0
672,1583,1,2,5893,300,10,1,40,80,0
0,1583,1,3,5893,0,0,0,0,0,1
470,1583,2,1,5894,100,10,5,40,70,0
238,1583,2,2,5894,100,20,5,40,60,0
0,1583,2,3,5894,0,0,0,0,0,1
504,1583,3,1,5895,300,2,1,20,80,0
174,1583,3,2,5895,100,15,0,40,60,0
0,1583,3,3,5895,0,0,0,0,0,1
83,1583,4,1,5896,200,2,0,30,60,0
507,1583,4,2,5896,200,5,1,20,80,0
0,1583,4,3,5896,0,0,0,0,0,1
521,1583,5,1,5897,50,2,3,20,80,0
141,1583,5,2,5897,50,2,5,30,60,0
0,1583,5,3,5897,0,0,0,0,0,1
296,1583,6,1,5898,300,15,3,20,70,0
610,1583,6,2,5898,100,10,3,30,80,0
0,1583,6,3,5898,0,0,0,0,0,1
347,1584,1,1,5899,200,5,1,30,70,0
645,1584,1,2,5899,50,5,0,40,80,0
0,1584,1,3,5899,0,0,0,0,0,1
25,1584,2,1,5900,50,5,1,20,60,0
188,1584,2,2,5900,300,5,1,40,60,0
0,1584,2,3,5900,0,0,0,0,0,1
60,1584,3,1,5901,300,20,3,20,60,0
701,1584,3,2,5901,50,2,5,40,80,0
0,1584,3,3,5901,0,0,0,0,0,1
264,1584,4,1,5902,300,2,1,20,70,0
350,1584,4,2,5902,100,10,1,30,70,0
0,1584,4,3,5902,0,0,0,0,0,1
604,1584,5,1,5903,300,2,3,30,80,0
409,1584,5,2,5903,50,10,0,40,70,0
0,1584,5,3,5903,0,0,0,0,0,1
39,1584,6,1,5904,200,20,1,20,60,0
157,1584,6,2,5904,50,20,5,30,60,0
0,1584,6,3,5904,0,0,0,0,0,1
60,1585,1,1,5905,300,20,3,20,60,0
674,1585,1,2,5905,100,15,1,40,80,0
0,1585,1,3,5905,0,0,0,0,0,1
487,1585,2,1,5906,200,5,0,20,80,0
408,1585,2,2,5906,300,5,0,40,70,0
0,1585,2,3,5906,0,0,0,0,0,1
606,1585,3,1,5907,100,5,3,30,80,0
2,1585,3,2,5907,100,2,0,20,60,0
0,1585,3,3,5907,0,0,0,0,0,1
547,1585,4,1,5908,200,5,5,20,80,0
237,1585,4,2,5908,50,20,5,40,60,0
0,1585,4,3,5908,0,0,0,0,0,1
230,1585,5,1,5909,100,10,5,40,60,0
643,1585,5,2,5909,200,2,0,40,80,0
0,1585,5,3,5909,0,0,0,0,0,1
24,1585,6,1,5910,300,2,1,20,60,0
546,1585,6,2,5910,100,5,5,20,80,0
0,1585,6,3,5910,0,0,0,0,0,1
384,1586,1,1,5911,300,2,5,30,70,0
454,1586,1,2,5911,100,15,3,40,70,0
0,1586,1,3,5911,0,0,0,0,0,1
177,1586,2,1,5912,50,20,0,40,60,0
460,1586,2,2,5912,300,20,3,40,70,0
0,1586,2,3,5912,0,0,0,0,0,1
694,1586,3,1,5913,100,15,3,40,80,0
521,1586,3,2,5913,50,2,3,20,80,0
0,1586,3,3,5913,0,0,0,0,0,1
368,1586,4,1,5914,300,5,3,30,70,0
117,1586,4,2,5914,50,20,1,30,60,0
0,1586,4,3,5914,0,0,0,0,0,1
104,1586,5,1,5915,300,2,1,30,60,0
509,1586,5,2,5915,50,10,1,20,80,0
0,1586,5,3,5915,0,0,0,0,0,1
536,1586,6,1,5916,300,15,3,20,80,0
220,1586,6,2,5916,300,20,3,40,60,0
0,1586,6,3,5916,0,0,0,0,0,1
1,1587,1,1,5917,50,2,0,20,60,0
430,1587,1,2,5917,100,10,1,40,70,0
0,1587,1,3,5917,0,0,0,0,0,1
321,1587,2,1,5918,50,2,0,30,70,0
237,1587,2,2,5918,50,20,5,40,60,0
0,1587,2,3,5918,0,0,0,0,0,1
672,1587,3,1,5919,300,10,1,40,80,0
587,1587,3,2,5919,200,5,1,30,80,0
0,1587,3,3,5919,0,0,0,0,0,1
551,1587,4,1,5920,200,10,5,20,80,0
206,1587,4,2,5920,100,5,3,40,60,0
0,1587,4,3,5920,0,0,0,0,0,1
286,1587,5,1,5921,100,5,3,20,70,0
132,1587,5,2,5921,300,10,3,30,60,0
0,1587,5,3,5921,0,0,0,0,0,1
374,1587,6,1,5922,100,15,3,30,70,0
22,1587,6,2,5922,100,2,1,20,60,0
0,1587,6,3,5922,0,0,0,0,0,1
151,1588,1,1,5923,200,10,5,30,60,0
159,1588,1,2,5923,200,20,5,30,60,0
0,1588,1,3,5923,0,0,0,0,0,1
260,1588,2,1,5924,300,20,0,20,70,0
644,1588,2,2,5924,300,2,0,40,80,0
0,1588,2,3,5924,0,0,0,0,0,1
236,1588,3,1,5925,300,15,5,40,60,0
293,1588,3,2,5925,50,15,3,20,70,0
0,1588,3,3,5925,0,0,0,0,0,1
626,1588,4,1,5926,100,5,5,30,80,0
58,1588,4,2,5926,100,20,3,20,60,0
0,1588,4,3,5926,0,0,0,0,0,1
572,1588,5,1,5927,300,10,0,30,80,0
413,1588,5,2,5927,50,15,0,40,70,0
0,1588,5,3,5927,0,0,0,0,0,1
236,1588,6,1,5928,300,15,5,40,60,0
692,1588,6,2,5928,300,10,3,40,80,0
0,1588,6,3,5928,0,0,0,0,0,1
216,1589,1,1,5929,300,15,3,40,60,0
692,1589,1,2,5929,300,10,3,40,80,0
0,1589,1,3,5929,0,0,0,0,0,1
649,1589,2,1,5930,50,10,0,40,80,0
473,1589,2,2,5930,50,15,5,40,70,0
0,1589,2,3,5930,0,0,0,0,0,1
417,1589,3,1,5931,50,20,0,40,70,0
268,1589,3,2,5931,300,5,1,20,70,0
0,1589,3,3,5931,0,0,0,0,0,1
651,1589,4,1,5932,200,10,0,40,80,0
187,1589,4,2,5932,200,5,1,40,60,0
0,1589,4,3,5932,0,0,0,0,0,1
266,1589,5,1,5933,100,5,1,20,70,0
338,1589,5,2,5933,100,20,0,30,70,0
0,1589,5,3,5933,0,0,0,0,0,1
223,1589,6,1,5934,200,2,5,40,60,0
514,1589,6,2,5934,100,15,1,20,80,0
0,1589,6,3,5934,0,0,0,0,0,1
591,1590,1,1,5935,200,10,1,30,80,0
288,1590,1,2,5935,300,5,3,20,70,0
0,1590,1,3,5935,0,0,0,0,0,1
231,1590,2,1,5936,200,10,5,40,60,0
205,1590,2,2,5936,50,5,3,40,60,0
0,1590,2,3,5936,0,0,0,0,0,1
541,1590,3,1,5937,50,2,5,20,80,0
299,1590,3,2,5937,200,20,3,20,70,0
0,1590,3,3,5937,0,0,0,0,0,1
530,1590,4,1,5938,100,10,3,20,80,0
331,1590,4,2,5938,200,10,0,30,70,0
0,1590,4,3,5938,0,0,0,0,0,1
98,1590,5,1,5939,100,20,0,30,60,0
579,1590,5,2,5939,200,20,0,30,80,0
0,1590,5,3,5939,0,0,0,0,0,1
42,1590,6,1,5940,100,2,3,20,60,0
182,1590,6,2,5940,100,2,1,40,60,0
0,1590,6,3,5940,0,0,0,0,0,1
292,1591,1,1,5941,300,10,3,20,70,0
300,1591,1,2,5941,300,20,3,20,70,0
0,1591,1,3,5941,0,0,0,0,0,1
521,1591,2,1,5942,50,2,3,20,80,0
417,1591,2,2,5942,50,20,0,40,70,0
0,1591,2,3,5942,0,0,0,0,0,1
392,1591,3,1,5943,300,10,5,30,70,0
213,1591,3,2,5943,50,15,3,40,60,0
0,1591,3,3,5943,0,0,0,0,0,1
343,1591,4,1,5944,200,2,1,30,70,0
556,1591,4,2,5944,300,15,5,20,80,0
0,1591,4,3,5944,0,0,0,0,0,1
73,1591,5,1,5945,50,15,5,20,60,0
531,1591,5,2,5945,200,10,3,20,80,0
0,1591,5,3,5945,0,0,0,0,0,1
131,1591,6,1,5946,200,10,3,30,60,0
254,1591,6,2,5946,100,15,0,20,70,0
0,1591,6,3,5946,0,0,0,0,0,1
484,1592,1,1,5947,300,2,0,20,80,0
279,1592,1,2,5947,200,20,1,20,70,0
0,1592,1,3,5947,0,0,0,0,0,1
492,1592,2,1,5948,300,10,0,20,80,0
