STARTED,IQ17_01,IQ17_02,IQ18,IQ18_04,IQ19,IQ19_06,IQ20,IQ20_06,IQ21,IQ21_01,IQ21_02,IQ21_03,IQ21_04,IQ21_05,IQ21_06,VG03,VG03_05,VG02,VG02_03,IN04,IN04_01,IN04_02,IN04_03,IN08,IN08_01,IN08_02,IN08_03,GI01_01,GI01_02,GI01_04,GI01_06,GI01_09,GI01_10,GC02_01,GC02_02,GC02_03,GC02_04,GC02_08,GC02_05,GC02_09,AT01_01,AT01_02,AT01_03,AT01_04,AT01_05,CN01_02,CN01_03,CN01_04,IC01_06,IC01_07,IC01_05,IC01_08,IC01_09,IC03_01,IC03_02,IC03_03,FI01_01,FI01_02,FI01_03,FI02_01,FI03_01,PI14,PI14_03,PI15,PI16,PI16_03,PI17,PI17_12,PI19,PI20,PI20_04,V107,V107_04,V109,V109_06,V110,V111,V111_05,V112_01,V106,V113,V113_07,V114,V115_01,V115_01a,V116,V202,V205,V205_04,V207,V207_06,V208,V209,V209_05,V210_01,V204,V211,V211_07,V212,V213_01,V213_01a,V214,V309,V301,V301_04,V304,V304_06,V305,V306,V306_05,V307_01,V302,V312,V312_07,V313,V314_01,V314_01a,V315,EQ02,EQ06,EQ07,EQ08,EQ09_01,EQ09_02,EQ09_03,EQ09_04,EQ09_05,EQ09_06,EQ10_01,EQ10_05,EQ10_06,EQ10_07,EQ10_08,EQ10_09,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME021,TIME022,TIME023,TIME024,TIME025,TIME026,TIME027,TIME028,TIME029,TIME030,TIME031,TIME032,TIME033,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME,income,origin,PI21,check1,check2,check3,3checks,car_type,trial_name,charging 
2021-05-10 19:02:31,4,4,1,,2,,5,,1,1,2,1,1,1,1,,,,,2,2,2,1,1,1,1,2,4,4,2,4,3,2,4,2,2,5,-1,5,1,4,3,2,4,3,2,3,4,5,5,5,5,5,1,1,5,1,5,5,"Payment for exporting eletricity.
Balancing grid, therefore saving country costs of installing equipment to cater for extreme peaks.
Car would, hopefully, be charged at most economical tariffs.",Not seeing return on exporting electricity. This payment would compensate for possible shortening of battery life.,2,,6,2,,-1,,1,1,,1,,4,,2,1,,6000,4,6,,4,40,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,2,2,2,2,2,2,1,3,4,5,5,-1,24,25,50,,57,9,19,27,18,17,27,29,125,192,18,91,52,109,426,154,112,131,,,,,,,17,46,64,121,22,1752,,2021-05-10 19:35:35,1,0,33,33,0,0,0.57,0,-1,smedia,,1.0,1.0,0.0,2.0,BEV,,uc
2021-05-10 19:53:30,4,5,4,OVO V2G ,6,ovo v2g and pod-point 7kw type 2,1,,4,2,2,1,1,2,2,5,Since 2017,4,,2,2,2,1,1,1,1,2,4,5,1,4,3,2,5,5,5,3,-1,5,3,4,4,3,4,4,2,3,3,4,4,5,5,5,-1,-1,-1,3,5,5,I like the idea of stabilising the grid but also that my car makes money while it is sat on the drive not in use. I would like it to use the car as a backup supply but currently my charger does not support this. ,I have no issues. I'd like it to charge faster as it uses CHAdeMO but upgrade to 3ph is costly ,1,,3,2,,2,,2,1,,1,,3,,1,1,,10000,4,1,,1,40,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,1,-1,2,2,2,2,2,3,4,3,4,1,2,22,17,83,48,53,6,11,35,27,23,11,39,123,78,14,39,53,140,225,85,95,43,,,,,,,7,35,83,77,28,1500,,2021-05-10 20:18:31,1,0,33,33,0,0,0.69,1,3,smedia,,1.0,1.0,1.0,3.0,BEV,ovo_v2g,v2g
2021-05-10 21:22:41,5,5,4,ovo kaluza,6,"indra v2g, ipod 7.2kw type 1, granny charger",2,,2,2,2,1,1,1,1,5,6 years,4,,2,2,2,1,1,1,1,2,5,4,1,5,2,1,1,5,5,1,-1,1,4,5,5,3,5,4,1,2,3,4,4,5,5,4,2,4,4,5,5,5,Being able to timeshift demand in conjunction with time of use tariffs and solar generation,"Cost of charger, flexibility of charger software, dno restrictions on maximum export rate",1,,4,2,,10,,2,2,,1,,6,6.5 years,1,1,,11000,4,1,,2,24,1,1,1,1,,4,,4,1,,1900,1,,,,,,1,,,,,,,,,,,,,,,,,1,5,1,1,1,-1,1,1,-1,1,3,5,4,4,1,3,6,9,86,21,26,4,11,20,14,7,8,38,142,60,26,109,27,50,170,69,82,20,10,71,,,,,13,52,119,173,32,1282,,2021-05-10 21:47:16,1,0,33,33,0,0,0.91,6,1,smedia,,1.0,1.0,1.0,3.0,BEV,ovo_v2g,v2g
2021-05-11 09:00:29,4,4,4,OVO energy,6,smart charger + v2g,5,,2,2,2,1,1,1,1,3,,4,,1,1,2,1,1,1,1,2,4,5,2,4,2,1,3,5,4,2,-1,-1,4,-1,5,3,5,-1,1,2,2,4,2,5,5,5,2,2,2,1,4,5,There has to be a strong financial incentive to use V2G. Otherwise I would use V2H. The financial benefits of V2G have to be competitive with V2H.,Lack of financial incentives. ,1,,5,2,,9,,2,2,,1,,3,,2,1,,6000,4,1,,2,30,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,4,2,2,2,2,2,2,3,3,4,4,1,2,15,5,74,16,36,4,7,17,8,10,12,20,65,91,12,57,26,94,266,63,84,33,9,,,,,,7,26,38,67,18,1180,,2021-05-11 09:20:09,1,0,33,33,0,0,1.03,7,3,smedia,,1.0,1.0,1.0,3.0,BEV,ovo_v2g,v2g
2021-05-11 11:11:35,4,5,4,OVO V2G,5,,5,,3,2,2,1,1,1,2,4,,2,,3,2,2,2,1,1,1,2,5,5,2,5,3,1,4,5,5,3,-1,5,3,5,5,3,5,5,1,2,1,5,5,5,5,5,1,2,3,1,5,5,"Reducing my energy bill and providing a reduced cost to run my electric car. 
Helping to balance the grid. ",None,1,,6,2,,8,,2,2,,1,,4,,2,1,,9000,4,1,,1,40,1,1,1,1,,5,,4,1,,2000,1,,,,,,1,,,,,,,,,,,,,,,,,1,5,1,5,1,-1,1,1,1,1,3,2,3,4,5,1,34,9,63,76,31,5,10,21,13,11,13,14,102,76,13,32,28,82,161,140,130,32,6,108,,,,,9,47,65,54,44,1371,,2021-05-11 11:35:24,1,0,33,33,0,0,0.84,2,4,smedia,,1.0,1.0,0.0,2.0,BEV,ovo_v2g,v2g
2021-05-11 14:30:06,4,4,4,Ovo,5,,1,,2,2,1,1,1,1,2,3,,2,,1,1,2,1,3,2,2,2,4,5,3,-1,2,4,5,5,4,5,-1,5,5,3,4,4,2,3,3,3,1,5,4,5,1,5,1,4,4,1,5,5,Bi direction charge discharge and paid back for discharge to grid ,Unreliability of system,1,,5,2,,2,,2,2,,1,,2,,1,1,,7000,4,1,,2,40,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,1,-1,-1,-1,1,1,-1,1,1,1,2,1,4,11,4,67,18,25,4,11,15,8,8,11,41,75,63,33,32,31,107,110,64,78,29,6,,,,,,9,34,51,53,18,1016,,2021-05-11 14:47:02,1,0,33,33,0,0,1.06,7,-1,smedia,,1.0,1.0,1.0,3.0,BEV,ovo_v2g,v2g
2021-05-11 19:37:19,5,5,4,ovo/kaluza,3,,5,,2,2,1,1,1,1,2,3,,4,,2,2,2,1,1,1,1,2,4,4,2,4,3,2,3,3,4,3,-1,4,3,4,4,4,4,3,1,2,2,4,4,5,4,4,2,3,4,5,5,5,V2H to time shift domestic peak consumption to a cheaper time (charge overnight use in peak),Lack of support on CCS,1,,5,2,,9,,2,1,,1,,3,,1,1,,12000,4,1,,1,40,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,5,,,,,,,,,,,,,13,20,35,13,29,4,5,25,10,10,12,16,71,41,12,23,18,46,82,49,71,30,,,,,,,7,23,,,,665,,2021-05-11 19:48:24,0,0,30,30,0,0,1.23,13,5,smedia,,1.0,1.0,0.0,2.0,BEV,ovo_v2g,v2g
2021-05-21 10:54:56,4,5,4,Electric Nation ,5,,5,,-1,1,1,1,1,1,1,1,,2,,1,1,2,1,2,2,1,2,5,5,3,4,1,2,3,5,5,5,-1,5,2,3,2,3,5,4,2,2,3,5,4,5,1,5,4,4,5,2,5,5,"Balancing costs by charging when energy is cheap and using it in the home when buying it in would be expensive.
Utilising my car battery, which is already on my drive, as if it were a powerwall.
Using more green energy and less of the fossil fuel powered energy
Helping to balance the grid and make widespread EV ownership practical. 
","Complicated, poor tech at the moment (ours was only installed this week and the app is not ready) no proof yet of whether it helps/harms the battery, stuck with one brand of car (for the most part) ",2,,3,1,,9,,2,3,,1,,2,,5,1,,4000,4,1,,4,30,1,1,1,1,,5,,1,2,,4000,1,,,,,,1,1,1,,2,,5,1,,0,4,1,,4,24,1,1,1,5,1,5,2,2,2,2,2,2,4,4,4,5,5,1,6,8,28,14,32,3,7,14,15,9,8,22,41,69,14,22,12,38,273,42,105,26,5,50,,4,33,14,6,23,22,27,15,1007,,2021-05-21 11:11:43,1,0,33,33,0,0,1.37,21,-1,smedia,,1.0,1.0,0.0,2.0,BEV,electric_nation,v2g_new
2021-05-26 09:09:15,4,4,4,"Ovo V2G trial, kaluza",5,,3,,3,2,2,2,1,1,1,3,,4,,2,2,2,1,1,1,1,2,4,4,2,5,-1,2,2,5,4,2,-1,2,4,3,4,3,3,4,2,2,3,5,-1,5,3,4,3,4,5,3,4,4,"Grid balancing - evidenced by charging with cheap electricity, discharging when expensive, evidenced by a financial saving.","The standby losses are very high, around 40-100W while the car is plugged in ready to charge or discharge, but not actually doing anything.  Theres talk of software improvements, but little incentive; it just adds to my bill!",1,,4,2,,11,,2,2,,1,,3,,3,1,,,4,1,,1,30,1,-1,1,1,,5,,4,2,,6000,1,,,,,,1,,,,,,,,,,,,,,,,,1,5,4,5,1,-1,1,1,1,1,3,2,4,4,1,3,7,4,54,19,21,3,13,14,15,94,7,26,60,69,9,29,15,57,891,50,139,24,7,67,,,,,8,38,57,47,10,1001,,2021-05-26 09:40:09,1,0,33,33,1,1,1.15,14,6,smedia,,1.0,1.0,1.0,3.0,BEV,ovo_v2g,v2g
2021-05-27 18:29:34,5,5,4,PowerLoop,5,,2,,1,2,1,1,1,1,1,2,,4,,3,2,2,2,1,1,1,2,4,4,4,4,2,2,4,4,5,2,-1,2,4,4,5,3,4,4,2,2,2,4,5,5,1,4,4,4,4,4,4,4,I do like the knowledge that I am helping out by exporting during times of high demand and charging during high generation which is needed to be dumped.  But also I like the idea that I could run my house at times of powercut,"I rent my car so it isn't an issue, but if I owned it I would be concerned about battery deteriment.  I do also want the EV to be ready if I needed it in emergency, so i'd probably say 30% as the lower limit.  Bit of trust is required for the system.

Also stupid things would annoy me if the interface was crap!",1,,3,2,,9,,1,1,,2,,2,,3,1,,2000,4,1,,2,40,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,5,1,1,1,1,1,1,3,3,3,4,1,3,3,2,378,8,20,3,4,21,17,4,4,23,51,51,12,31,15,68,276,33,54,22,,,,,,,6,33,21,31,6,864,,2021-05-27 18:49:33,1,0,33,33,0,0,1.66,43,6,smedia,,1.0,1.0,1.0,3.0,BEV,octopus_v2g,v2g
2021-05-29 09:48:26,3,4,4,Octopus Powerloop V2G,6,"i have a 7kw rolec wallpod (not smart)
a v2g quasar wallbox (smart)",1,,3,2,2,1,1,1,2,5,Rolec charger 6 years/ Quasar 1 month,4,,3,2,2,2,1,1,1,2,4,5,1,5,3,2,4,5,5,5,-1,5,2,4,4,3,4,4,4,4,3,4,4,5,2,4,1,2,5,4,5,5,"Reduce the energy cost of using appliances in my house and household needs, being able to charge my car at off peak times at a low cost or be Reconsolidated for supplied energy from my car.","Cost and incentives, I'm doing this to save money not to save the planet.",1,,5,2,,3,,1,1,,2,,1,,1,1,,16000,4,1,,1,62,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,1,1,1,1,1,1,4,5,5,3,1,2,34,12,294,117,49,4,14,58,29,62,67,114,105,100,35,86,735,124,492,77,134,41,,,,,,,17,26,106,75,25,1364,,2021-05-29 10:38:58,1,0,33,33,0,0,0.52,1,5,smedia,,1.0,1.0,1.0,3.0,BEV,octopus_v2g,v2g_new
2021-06-07 18:57:47,1,3,3,,4,,1,,4,1,2,2,2,2,1,2,,-1,,3,2,2,2,3,2,2,2,3,2,-1,3,3,4,5,1,2,3,-1,4,3,4,2,5,1,1,4,4,5,5,1,-1,2,-1,3,3,3,1,2,1,cheaper,difficult to use,1,,4,-1,,-1,,-1,1,,1,,5,,1,1,,,5,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,4,2,2,2,2,1,-1,5,1,2,4,1,5,10,24,134,39,41,29,20,28,15,16,22,38,35,163,18,32,18,41,36,58,58,,,,,,,,9,16,10,11,5,712,,2021-06-07 19:13:13,1,0,33,33,1,1,1.23,32,-1,smedia,,1.0,0.0,1.0,2.0,,,sc
2021-03-03 11:01:13,3,3,1,,1,,1,,1,1,1,1,1,2,1,,,,,2,2,1,2,1,1,1,2,5,4,4,4,2,3,3,3,5,5,-1,5,5,3,4,3,2,3,2,3,1,5,4,5,4,3,1,4,5,5,5,5,    Novelty,     Cost,1,,4,2,,11,,2,2,,1,,5,,1,1,,20000,4,4,,1,24,1,1,1,2,,1,,2,1,,10000,4,4,,2,45,1,1,,,,,,,,,,,,,,,,,1,3,2,5,-1,-1,-1,-1,-1,-1,3,1,2,2,1,4,3,5,20,,17,5,5,9,4,8,3,18,46,44,13,23,24,35,52,51,67,41,5,52,25,,,,9,14,15,31,6,650,,2021-03-03 11:12:03,1,0,33,33,0,0,1.53,28,5,smedia,,1.0,1.0,1.0,3.0,BEV,,no_charger
2021-03-03 11:02:42,3,3,1,,4,,5,,3,2,2,1,2,1,1,1,,4,,3,2,2,2,1,1,1,2,2,4,2,4,2,3,4,5,5,4,-1,4,4,-1,4,3,2,-1,2,5,4,5,2,5,5,5,2,3,4,5,5,5,The levelling of national/local power distribution. ,Daily length of journeys made in the EV and tied times for charging.,2,,-1,2,,9,,1,1,,1,,3,,1,1,,12000,3,1,,2,14,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,1,-1,1,1,1,-1,-1,4,1,1,5,1,-1,26,13,59,17,39,5,16,62,24,22,26,23,115,123,26,71,53,203,206,75,121,65,,,,,,,13,37,71,87,22,1620,,2021-03-03 11:29:42,1,0,33,33,0,0,0.54,0,-1,smedia,,1.0,1.0,1.0,3.0,Hybrid,,sc
2021-03-03 11:08:30,5,3,1,,4,,1,,2,2,1,1,1,1,2,5,4 years,4,,2,2,2,1,1,1,1,2,5,5,2,4,2,2,4,4,5,3,-1,4,4,2,4,3,4,4,2,2,3,4,2,5,-1,3,1,2,4,1,5,5,Potential cost saving with supplying the grid at peak time but charging off-peak,Installation cost.  Charger compatibility.,1,,4,2,,8,,2,2,,1,,3,,1,1,,15000,4,1,,2,45,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,27,18,50,3,6,12,7,17,8,11,84,41,12,49,18,39,110,45,72,35,4,,,,,,,,,,,688,,2021-03-03 11:19:58,0,0,23,23,0,0,1.09,9,-1,smedia,,1.0,1.0,0.0,2.0,BEV,,sc
2021-03-03 11:18:31,4,4,1,,3,,1,,-1,1,1,1,1,1,1,4,,2,,2,2,2,1,3,2,2,2,4,4,3,4,4,4,2,2,5,3,-1,4,2,4,2,1,2,2,3,3,5,5,4,5,1,3,2,3,4,3,4,4,Lower electricity bills and stable power to the home,"Chademo charger on the leaf is required, and its unwieldy ",2,,4,2,,10,,2,2,,1,,5,,1,1,,5000,4,4,,4,24,1,1,1,1,,2,,1,1,,9000,1,,,,,,1,,,,,,,,,,,,,,,,,1,3,4,1,-1,-1,1,1,1,-1,1,1,3,2,1,4,401,4,22,15,15,4,7,16,62,9,5,75,78,108,22,33,19,46,228,46,73,18,7,31,,,,,9,21,39,49,17,1034,,2021-03-03 11:43:10,1,0,33,33,0,0,1.02,9,6,smedia,,1.0,1.0,1.0,3.0,BEV,,uc
2021-03-03 11:21:39,5,5,1,,3,,5,,3,2,2,2,1,1,1,5,5 years ,4,,2,1,2,2,2,1,2,2,5,5,2,5,2,1,1,4,4,4,-1,4,4,4,4,3,4,4,2,2,3,5,4,5,3,5,4,4,4,5,5,5,"Managing peak grid demand.
Possibility of financial return to balance possible battery wear.",High cost of V2G charger.,1,,6,2,,8,,2,1,,1,,5,,2,1,,6000,4,1,,4,30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,1,1,1,1,1,1,3,2,4,4,1,2,13,11,29,17,23,4,5,10,7,7,6,17,138,74,21,40,19,54,117,71,76,22,,,,,,,7,20,43,62,14,927,,2021-03-03 11:37:07,1,0,33,33,0,0,1.04,6,5,smedia,,1.0,1.0,1.0,3.0,BEV,,uc
2021-03-03 11:23:21,4,4,1,,3,,5,,3,1,2,2,1,1,2,3,,4,,2,2,2,1,1,1,1,2,4,4,2,5,1,2,2,5,5,3,-1,3,1,2,2,1,4,-1,4,4,5,3,5,5,5,4,1,2,3,5,4,2,"Ability to power own house during the day using power used to charge battery at night, or power from PV panels",I remain concerned about the impact on battery life; have yet to see research to address my concerns.,1,,6,2,,11,,1,1,,1,,2,,1,1,,9000,4,1,,4,50,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,-1,-1,1,1,-1,1,2,2,2,4,5,4,6,4,31,17,20,7,5,12,6,9,7,16,47,36,8,50,24,39,110,40,50,26,,,,,,,7,14,49,33,19,692,,2021-03-03 11:34:54,1,0,33,33,0,0,1.24,14,-1,smedia,,1.0,1.0,0.0,2.0,BEV,,uc
2021-03-03 11:29:41,3,3,1,,4,,5,,4,2,2,2,1,1,2,2,,4,,2,2,2,1,1,1,1,2,5,5,3,5,1,1,4,5,5,1,-1,1,4,5,5,3,4,4,2,2,4,5,3,5,5,4,3,4,5,1,5,5,Making money while car is not being used. ,Not available for CCS or my car.,1,,6,2,,7,,2,1,,2,,3,,2,1,,8000,4,1,,1,50,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,4,1,-1,1,1,1,1,4,4,-1,4,1,3,5,3,28,13,25,4,7,7,2,2,6,21,96,48,11,44,24,40,100,71,81,24,,,,,,,8,27,39,51,13,800,,2021-03-03 11:43:02,1,0,33,33,0,0,1.32,24,2,smedia,,1.0,1.0,1.0,3.0,BEV,,sc
2021-03-03 11:31:16,3,3,1,,1,,2,,-1,1,1,1,1,1,1,,,,,1,1,2,1,3,2,2,2,5,5,1,5,2,1,3,5,3,3,-1,3,4,5,-1,-1,-1,5,-1,4,5,5,3,5,-1,-1,2,3,3,3,5,5,Cheaper charging and contributing to grid stability,Installation expense,1,,2,2,,10,,2,1,,1,,6,9 years,3,1,,1500,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,1,-1,-1,1,1,-1,1,5,4,5,5,1,-1,10,5,15,,12,2,2,10,3,43,5,13,35,1025,34,21,12,41,223,36,106,,,,,,,,4,18,40,49,7,803,,2021-03-03 12:00:48,1,0,33,33,0,0,1.49,33,6,smedia,,1.0,1.0,1.0,3.0,ICEV,,no_charger
2021-03-03 11:38:17,5,5,1,,4,,5,,4,2,2,1,2,1,2,5,4 years,4,,2,2,2,1,1,1,1,2,5,5,5,5,5,1,4,4,4,2,-1,3,2,4,4,4,2,4,2,2,1,5,5,5,4,4,5,2,2,2,5,5,Use car battery instead of expensive peak rate electricity,Expense of charger,3,Urban next to rural,6,2,,9,,2,2,,1,,3,,1,1,,8000,4,1,,4,40,1,1,1,1,,4,,2,1,,8000,1,,,,,,1,,,,,,,,,,,,,,,,,1,5,1,1,-1,1,2,2,2,2,4,2,2,4,1,2,13,4,26,31,42,2,6,13,9,5,11,18,54,60,9,41,45,57,83,91,98,28,8,82,,,,,6,14,47,49,33,985,,2021-03-03 11:54:42,1,0,33,33,0,0,1.05,9,5,smedia,,1.0,1.0,1.0,3.0,BEV,,sc
2021-03-03 11:40:55,4,3,1,,4,,1,,3,2,1,1,1,2,2,3,,4,,3,2,2,2,1,1,1,2,5,5,3,5,1,1,4,4,5,4,-1,4,3,3,4,2,4,4,1,2,5,5,4,5,3,5,3,4,5,3,5,5,"Reduced electricity costs
Backup power for my house in case of power cut
Knowing that I was helping reduce CO2 ","Very few cars support it currently. Specifically my Tesla doesn't and Tesla say they have no plans for V2G
Concern about the impact on battery life - my understanding is battery life is mainly related to the number of charge cycles. I'd need to be convinced using V2G would not have a significant impact on my EVs batter life",2,,4,2,,9,,2,2,,1,,3,,1,1,,31000,4,1,,2,75,1,1,1,1,,3,,1,1,,14000,1,,,,,,1,,,,,,,,,,,,,,,,,1,5,1,1,2,2,2,2,2,2,4,5,5,5,1,2,6,5,48,12,39,5,8,35,8,5,7,34,67,77,26,36,27,55,201,90,64,46,6,47,,,,,10,19,30,42,18,1073,,2021-03-03 11:58:50,1,0,33,33,0,0,0.96,5,6,smedia,,1.0,1.0,1.0,3.0,BEV,,sc
2021-03-03 11:51:10,3,1,1,,4,,1,,2,2,1,1,1,1,2,1,,4,,3,2,2,2,3,2,2,2,2,4,3,4,1,2,3,4,3,3,-1,3,4,3,3,3,3,3,3,4,3,2,2,5,-1,3,2,4,4,1,4,4,Plug in snd forget about let the olug tske over,Battery problems ,1,,5,1,,9,,2,2,,1,,1,,5,1,,3500,4,1,,4,62,1,1,1,1,,1,,1,1,,5000,1,,,,,,1,,,,,,,,,,,,,,,,,1,4,1,1,-9,-9,-9,-9,-9,-9,,,,,,,9,4,23,9,24,5,8,14,8,13,12,23,59,42,12,17,15,46,75,50,101,18,10,57,,,,,6,14,25,,,699,,2021-03-03 12:02:49,0,0,31,31,7,7,1.22,14,-1,smedia,,1.0,1.0,0.0,2.0,BEV,,sc
2021-03-03 11:58:24,3,3,1,,4,,6,Car and public transport,-1,1,1,1,1,1,1,1,,2,,1,1,2,1,1,1,1,2,4,4,3,4,2,4,3,5,5,5,-1,5,5,-1,-1,-1,3,-1,-1,-1,4,4,4,5,1,4,3,4,5,5,5,5,I live in a village where electricity can be sporadic so I would use the direction of charging ,Cost,2,,4,1,,9,,2,2,,2,,1,,1,1,,8000,4,1,,4,40,1,1,1,2,,2,,4,1,,0,1,,,,,,1,,,,,,,,,,,,,,,,,1,3,1,1,-1,-1,-1,-1,-1,-1,2,2,2,2,5,-1,13,14,41,38,39,4,12,26,8,13,6,13,71,44,9,27,24,58,85,64,80,21,6,55,,,,,9,29,38,40,17,904,,2021-03-03 12:13:28,1,0,33,33,0,0,0.98,6,6,smedia,,1.0,1.0,0.0,2.0,BEV,,sc
2021-03-03 12:02:02,5,3,1,,4,,4,,5,2,2,2,2,2,1,4,,4,,2,2,2,1,1,1,1,2,4,4,3,5,2,1,4,4,4,2,-1,4,3,-1,-1,2,3,3,1,2,4,4,5,5,5,4,2,4,4,5,5,5,"Power cut support like the Tesla Gateway 2, feed in tariff provided by the energy company should be slightly above the purchase tariff due to wear and tear caused to vehicle batteries and losses in charge etc","DNO limits on export, i.e. my DNO limits 3.68kw per phase, i already have solar at 3.68 on each phase plus Tesla PW2 batteries on each,  so would they allow car battery export as well?",1,,3,2,,3,,2,2,,1,,3,,1,1,,12000,4,1,,2,75,1,1,1,2,,3,,3,1,,6000,1,,,,,,1,,,,,,,,,,,,,,,,,1,5,1,1,1,-1,1,1,1,1,5,3,4,4,1,1,5,7,20,13,20,6,10,11,15,10,9,20,147,108,11,41,17,222,121,61,84,76,5,36,,,,,10,12,48,39,19,1203,,2021-03-03 12:22:05,1,0,33,33,0,0,1.01,8,6,smedia,,1.0,1.0,1.0,3.0,BEV,,sc
2021-03-03 12:20:44,4,3,1,,4,,5,,1,2,1,1,1,1,1,1,,4,,3,2,2,2,1,1,1,2,5,4,3,3,2,2,3,2,2,2,-1,4,3,3,3,4,4,5,1,1,1,5,4,5,1,5,5,5,5,5,5,5,"Being able to charge in off peak times and draw energy from the vehicle in peak period 5pm to 8pm.
As we are retired we could manage this easily and it feels like a better bet than having to instal solar panels. 
I believe trial are currently ongoing only in the south east and with Nissan Leaf. ","Cost of installation of a 'smarter' charger
Being limited to only certain cars that have the facility. ie it should be available on all cars. ",1,,6,2,,9,,2,1,,2,,2,,2,1,,10000,4,1,,4,50,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,1,1,-1,1,1,1,1,3,4,4,4,1,3,8,13,51,78,31,6,12,19,9,10,11,16,70,73,21,39,22,91,214,76,68,34,,,,,,,9,42,78,64,31,1196,,2021-03-03 12:40:40,1,0,33,33,0,0,0.77,1,-1,smedia,,1.0,1.0,1.0,3.0,BEV,,sc
2021-03-03 12:24:31,5,4,1,,3,,1,,4,2,2,1,2,1,2,4,,4,,2,2,2,1,3,2,2,2,5,5,1,4,4,5,5,5,5,5,-1,5,4,4,4,2,5,5,1,2,4,5,5,5,5,5,4,4,5,5,5,5,I could support the grid at peak times by exporting electricity from my car to the grid,The cost of the v2g charger and also whether my two electric cars would be compatible with the technology. ,1,,3,2,,3,,2,2,,1,,3,,1,1,,8000,4,1,,4,44,1,1,1,1,,4,,2,1,,4000,4,1,,4,22,1,1,,,,,,,,,,,,,,,,,1,4,1,1,-1,-1,1,1,-1,1,2,2,2,4,1,2,24,13,49,62,32,6,10,19,25,51,13,46,113,104,12,108,41,89,111,130,79,104,6,48,70,,,,16,23,81,85,25,1543,,2021-03-03 12:51:06,1,0,33,33,0,0,0.62,0,4,smedia,,1.0,1.0,1.0,3.0,BEV,,uc
2021-03-03 12:30:01,3,3,1,,3,,1,,2,2,1,1,1,1,2,3,,4,,3,2,2,2,3,2,2,2,5,5,3,5,1,2,5,5,5,4,-1,5,5,-1,-1,-1,3,-1,2,4,-1,5,5,5,-1,5,5,5,5,3,3,3,Using the ev battery to suppose home usage during peak charging hours.,The worry that my car may not be sufficiently charged when needed,2,,5,1,,-1,,2,2,,1,,3,,1,2,,8000,4,1,,4,40,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,2,-1,-1,-1,-1,-1,-1,3,1,3,3,1,3,4,8,25,8,24,4,4,8,9,3,3,14,49,49,35,20,28,42,119,71,38,16,6,,,,,,6,20,16,32,9,670,,2021-03-03 12:41:11,1,0,33,33,0,0,1.51,27,-1,smedia,,1.0,1.0,1.0,3.0,BEV,,uc
2021-03-03 13:27:04,5,3,1,,4,,1,,2,2,1,1,1,1,2,1,,4,,2,2,2,1,1,1,1,2,4,5,3,5,1,3,4,5,4,4,-1,4,3,-1,-1,3,3,3,3,3,3,4,4,5,3,3,3,4,5,2,5,4,Grid balancing and the ability to power my house during times of high peak demand,Cost of installing the charger,2,,4,2,,10,,2,2,,2,,1,,2,1,,10000,4,1,,4,40,1,1,1,1,,2,,1,1,,10000,1,,,,,,1,,,,,,,,,,,,,,,,,1,5,3,1,1,1,2,2,2,2,4,4,3,5,1,3,3,10,31,13,41,3,8,9,4,2,3,15,48,71,22,40,49,109,94,63,79,21,6,80,,,,,5,18,58,40,13,958,,2021-03-03 13:43:02,1,0,33,33,0,0,1.26,21,5,smedia,,1.0,1.0,1.0,3.0,BEV,,sc
